customer_id,segment,region,sla_hours,full_order_required,penalty_pct,priority_weight,scheduled_window,size_factor
C-00502,VAR,S,72,0,0.0,3,0,10.816
C-00503,VAR,SE,72,0,0.0,3,0,1.373
C-00504,VAR,SE,72,0,0.0,3,0,1.085
C-00505,VAR,NE,72,0,0.0,3,0,1.461
C-00506,VAR,CO,72,0,0.0,3,0,1.899
C-00507,VAR,S,72,0,0.0,3,0,1.014
C-00508,VAR,NE,72,0,0.0,3,0,1.191
C-00509,VAR,SE,72,0,0.0,3,0,1.681
C-00510,VAR,SE,72,0,0.0,3,0,2.473
C-00511,VAR,SE,72,0,0.0,3,0,1.164
C-00512,VAR,NE,72,0,0.0,3,0,1.283
C-00513,VAR,SE,72,0,0.0,3,0,4.231
C-00514,VAR,SE,72,0,0.0,3,0,3.393
C-00515,VAR,SE,72,0,0.0,3,0,1.091
C-00516,VAR,SE,72,0,0.0,3,0,1.127
C-00517,VAR,CO,72,0,0.0,3,0,1.016
C-00518,VAR,SE,72,0,0.0,3,0,2.652
C-00519,VAR,SE,72,0,0.0,3,0,1.277
C-00520,VAR,SE,72,0,0.0,3,0,1.034
C-00521,VAR,CO,72,0,0.0,3,0,1.595
C-00522,VAR,CO,72,0,0.0,3,0,1.498
C-00523,VAR,NE,72,0,0.0,3,0,1.568
C-00524,VAR,SE,72,0,0.0,3,0,1.55
C-00525,VAR,NE,72,0,0.0,3,0,1.028
C-00526,VAR,NE,72,0,0.0,3,0,3.528
C-00527,VAR,S,72,0,0.0,3,0,1.466
C-00528,VAR,N,72,0,0.0,3,0,1.04
C-00529,VAR,S,72,0,0.0,3,0,1.378
C-00530,VAR,CO,72,0,0.0,3,0,1.524
C-00531,VAR,NE,72,0,0.0,3,0,1.049
C-00532,VAR,SE,72,0,0.0,3,0,1.796
C-00533,VAR,SE,72,0,0.0,3,0,1.223
C-00534,VAR,S,72,0,0.0,3,0,1.643
C-00535,VAR,SE,72,0,0.0,3,0,12.0
C-00536,VAR,S,72,0,0.0,3,0,1.459
C-00537,VAR,S,72,0,0.0,3,0,1.067
C-00538,VAR,CO,72,0,0.0,3,0,3.312
C-00539,VAR,CO,72,0,0.0,3,0,2.499
C-00540,VAR,CO,72,0,0.0,3,0,1.163
C-00541,VAR,S,72,0,0.0,3,0,1.176
C-00542,VAR,SE,72,0,0.0,3,0,1.459
C-00543,VAR,SE,72,0,0.0,3,0,1.064
C-00544,VAR,SE,72,0,0.0,3,0,1.981
C-00545,VAR,SE,72,0,0.0,3,0,1.109
C-00546,VAR,NE,72,0,0.0,3,0,1.044
C-00547,VAR,NE,72,0,0.0,3,0,1.063
C-00548,VAR,SE,72,0,0.0,3,0,2.314
C-00549,VAR,NE,72,0,0.0,3,0,1.662
C-00550,VAR,S,72,0,0.0,3,0,1.674
C-00551,VAR,SE,72,0,0.0,3,0,1.085
C-00552,VAR,SE,72,0,0.0,3,0,1.982
C-00553,VAR,NE,72,0,0.0,3,0,3.547
C-00554,VAR,CO,72,0,0.0,3,0,8.663
C-00555,VAR,S,72,0,0.0,3,0,1.311
C-00556,VAR,S,72,0,0.0,3,0,1.161
C-00557,VAR,CO,72,0,0.0,3,0,1.172
C-00558,VAR,SE,72,0,0.0,3,0,3.211
C-00559,VAR,SE,72,0,0.0,3,0,2.457
C-00560,VAR,S,72,0,0.0,3,0,2.798
C-00561,VAR,NE,72,0,0.0,3,0,9.918
C-00562,VAR,NE,72,0,0.0,3,0,1.812
C-00563,VAR,S,72,0,0.0,3,0,1.017
C-00564,VAR,NE,72,0,0.0,3,0,3.021
C-00565,VAR,SE,72,0,0.0,3,0,1.132
C-00566,VAR,CO,72,0,0.0,3,0,1.26
C-00567,VAR,SE,72,0,0.0,3,0,1.004
C-00568,VAR,NE,72,0,0.0,3,0,1.686
C-00569,VAR,SE,72,0,0.0,3,0,1.1
C-00570,VAR,S,72,0,0.0,3,0,1.02
C-00571,VAR,CO,72,0,0.0,3,0,1.163
C-00572,VAR,SE,72,0,0.0,3,0,1.298
C-00573,VAR,SE,72,0,0.0,3,0,2.224
C-00574,VAR,NE,72,0,0.0,3,0,1.689
C-00575,VAR,SE,72,0,0.0,3,0,1.034
C-00576,VAR,SE,72,0,0.0,3,0,1.824
C-00577,VAR,CO,72,0,0.0,3,0,1.22
C-00578,VAR,CO,72,0,0.0,3,0,1.515
C-00579,VAR,SE,72,0,0.0,3,0,1.221
C-00580,VAR,NE,72,0,0.0,3,0,1.078
C-00581,VAR,SE,72,0,0.0,3,0,1.231
C-00582,VAR,CO,72,0,0.0,3,0,1.517
C-00583,VAR,CO,72,0,0.0,3,0,1.029
C-00584,VAR,SE,72,0,0.0,3,0,1.771
C-00585,VAR,SE,72,0,0.0,3,0,1.251
C-00586,VAR,SE,72,0,0.0,3,0,1.097
C-00587,VAR,SE,72,0,0.0,3,0,1.282
C-00588,VAR,SE,72,0,0.0,3,0,2.361
C-00589,VAR,SE,72,0,0.0,3,0,1.348
C-00590,VAR,CO,72,0,0.0,3,0,1.543
C-00591,VAR,NE,72,0,0.0,3,0,2.789
C-00592,VAR,SE,72,0,0.0,3,0,3.444
C-00593,VAR,SE,72,0,0.0,3,0,1.012
C-00594,VAR,NE,72,0,0.0,3,0,3.45
C-00595,VAR,S,72,0,0.0,3,0,1.703
C-00596,VAR,CO,72,0,0.0,3,0,1.402
C-00597,VAR,SE,72,0,0.0,3,0,1.013
C-00598,VAR,SE,72,0,0.0,3,0,2.746
C-00599,VAR,S,72,0,0.0,3,0,3.049
C-00600,VAR,NE,72,0,0.0,3,0,1.059
C-00601,VAR,NE,72,0,0.0,3,0,1.19
C-00602,VAR,S,72,0,0.0,3,0,1.59
C-00603,VAR,SE,72,0,0.0,3,0,1.261
C-00604,VAR,SE,72,0,0.0,3,0,1.288
C-00605,VAR,SE,72,0,0.0,3,0,1.563
C-00606,VAR,SE,72,0,0.0,3,0,1.562
C-00607,VAR,NE,72,0,0.0,3,0,1.308
C-00608,VAR,CO,72,0,0.0,3,0,2.91
C-00609,VAR,NE,72,0,0.0,3,0,1.183
C-00610,VAR,SE,72,0,0.0,3,0,1.147
C-00611,VAR,S,72,0,0.0,3,0,2.441
C-00612,VAR,CO,72,0,0.0,3,0,1.13
C-00613,VAR,NE,72,0,0.0,3,0,1.531
C-00614,VAR,NE,72,0,0.0,3,0,2.439
C-00615,VAR,SE,72,0,0.0,3,0,5.012
C-00616,VAR,S,72,0,0.0,3,0,1.878
C-00617,VAR,S,72,0,0.0,3,0,3.484
C-00618,VAR,S,72,0,0.0,3,0,1.108
C-00619,VAR,SE,72,0,0.0,3,0,1.44
C-00620,VAR,SE,72,0,0.0,3,0,1.222
C-00621,VAR,SE,72,0,0.0,3,0,1.557
C-00622,VAR,SE,72,0,0.0,3,0,1.456
C-00623,VAR,SE,72,0,0.0,3,0,3.046
C-00624,VAR,SE,72,0,0.0,3,0,3.484
C-00625,VAR,NE,72,0,0.0,3,0,1.816
C-00626,VAR,S,72,0,0.0,3,0,1.474
C-00627,VAR,S,72,0,0.0,3,0,2.667
C-00628,VAR,NE,72,0,0.0,3,0,1.453
C-00629,VAR,NE,72,0,0.0,3,0,1.934
C-00630,VAR,SE,72,0,0.0,3,0,1.497
C-00631,VAR,SE,72,0,0.0,3,0,1.041
C-00632,VAR,SE,72,0,0.0,3,0,4.194
C-00633,VAR,SE,72,0,0.0,3,0,2.188
C-00634,VAR,S,72,0,0.0,3,0,1.126
C-00635,VAR,SE,72,0,0.0,3,0,1.433
C-00636,VAR,SE,72,0,0.0,3,0,1.588
C-00637,VAR,SE,72,0,0.0,3,0,1.339
C-00638,VAR,SE,72,0,0.0,3,0,1.389
C-00639,VAR,SE,72,0,0.0,3,0,1.767
C-00640,VAR,NE,72,0,0.0,3,0,1.918
C-00641,VAR,SE,72,0,0.0,3,0,1.064
C-00642,VAR,CO,72,0,0.0,3,0,1.232
C-00643,VAR,CO,72,0,0.0,3,0,1.95
C-00644,VAR,NE,72,0,0.0,3,0,3.637
C-00645,VAR,SE,72,0,0.0,3,0,1.727
C-00646,VAR,SE,72,0,0.0,3,0,1.309
C-00647,ECM,N,120,0,0.0,4,0,2.116
C-00648,ECM,SE,120,0,0.0,4,0,1.759
C-00649,ECM,NE,120,0,0.0,4,0,1.261
C-00650,ECM,SE,120,0,0.0,4,0,2.665
C-00651,ECM,NE,120,0,0.0,4,0,2.0
C-00652,ECM,NE,120,0,0.0,4,0,2.314
C-00653,ECM,CO,120,0,0.0,4,0,1.595
C-00654,ECM,S,120,0,0.0,4,0,1.411
C-00655,ECM,SE,120,0,0.0,4,0,1.325
C-00656,ECM,SE,120,0,0.0,4,0,1.163
C-00657,ECM,NE,120,0,0.0,4,0,1.516
C-00658,ECM,SE,120,0,0.0,4,0,1.097
C-00659,ECM,SE,120,0,0.0,4,0,3.199
C-00660,ECM,SE,120,0,0.0,4,0,2.512
C-00661,ECM,NE,120,0,0.0,4,0,3.837
C-00662,ECM,SE,120,0,0.0,4,0,1.293
C-00663,ECM,NE,120,0,0.0,4,0,1.092
C-00664,ECM,SE,120,0,0.0,4,0,1.117
C-00665,ECM,NE,120,0,0.0,4,0,2.513
C-00666,ECM,NE,120,0,0.0,4,0,1.12
C-00667,ECM,SE,120,0,0.0,4,0,1.392
C-00668,ECM,CO,120,0,0.0,4,0,1.185
C-00669,ECM,SE,120,0,0.0,4,0,1.233
C-00670,ECM,CO,120,0,0.0,4,0,1.451
C-00671,ECM,S,120,0,0.0,4,0,1.26
C-00672,ECM,NE,120,0,0.0,4,0,1.485
C-00673,ECM,NE,120,0,0.0,4,0,1.332
C-00674,ECM,NE,120,0,0.0,4,0,12.0
C-00675,ECM,S,120,0,0.0,4,0,1.23
C-00676,ECM,SE,120,0,0.0,4,0,1.598
C-00677,ECM,N,120,0,0.0,4,0,2.889
C-00678,ECM,NE,120,0,0.0,4,0,1.098
C-00679,ECM,SE,120,0,0.0,4,0,1.898
C-00680,ECM,NE,120,0,0.0,4,0,1.658
C-00681,ECM,SE,120,0,0.0,4,0,3.218
C-00682,ECM,NE,120,0,0.0,4,0,1.233
C-00683,ECM,NE,120,0,0.0,4,0,1.22
C-00684,ECM,NE,120,0,0.0,4,0,1.105
C-00685,ECM,SE,120,0,0.0,4,0,6.228
C-00686,ECM,SE,120,0,0.0,4,0,1.455
C-00687,ECM,SE,120,0,0.0,4,0,1.017
C-00688,ECM,SE,120,0,0.0,4,0,1.546
C-00689,ECM,SE,120,0,0.0,4,0,12.0
C-00690,ECM,SE,120,0,0.0,4,0,1.018
C-00691,ECM,NE,120,0,0.0,4,0,3.134
C-00692,ECM,S,120,0,0.0,4,0,2.663
C-00693,ECM,SE,120,0,0.0,4,0,1.235
C-00694,ECM,NE,120,0,0.0,4,0,2.105
C-00695,ECM,SE,120,0,0.0,4,0,2.147
C-00696,ECM,SE,120,0,0.0,4,0,1.003
C-00697,ECM,SE,120,0,0.0,4,0,1.203
C-00698,ECM,NE,120,0,0.0,4,0,1.644
C-00699,ECM,CO,120,0,0.0,4,0,1.598
C-00700,ECM,SE,120,0,0.0,4,0,1.237
C-00701,ECM,SE,120,0,0.0,4,0,1.031
C-00702,ECM,SE,120,0,0.0,4,0,2.683
C-00703,ECM,S,120,0,0.0,4,0,1.076
C-00704,ECM,NE,120,0,0.0,4,0,1.764
C-00705,ECM,SE,120,0,0.0,4,0,1.573
C-00706,ECM,SE,120,0,0.0,4,0,1.102
C-00707,ECM,SE,120,0,0.0,4,0,1.815
C-00708,ECM,SE,120,0,0.0,4,0,1.4
C-00709,ECM,CO,120,0,0.0,4,0,1.058
C-00710,ECM,N,120,0,0.0,4,0,1.045
C-00711,ECM,S,120,0,0.0,4,0,1.557
C-00712,ECM,N,120,0,0.0,4,0,1.657
C-00713,ECM,SE,120,0,0.0,4,0,1.487
C-00714,ECM,S,120,0,0.0,4,0,11.922
C-00715,ECM,SE,120,0,0.0,4,0,1.01
C-00716,ECM,NE,120,0,0.0,4,0,1.302
C-00717,ECM,CO,120,0,0.0,4,0,1.856
C-00718,ECM,NE,120,0,0.0,4,0,2.294
C-00719,ECM,SE,120,0,0.0,4,0,1.029
C-00720,ECM,S,120,0,0.0,4,0,2.857
C-00721,ECM,SE,120,0,0.0,4,0,2.57
C-00722,ECM,S,120,0,0.0,4,0,2.102
C-00723,ECM,S,120,0,0.0,4,0,2.837
C-00724,ECM,SE,120,0,0.0,4,0,2.549
C-00725,ECM,S,120,0,0.0,4,0,1.242
C-00726,ECM,SE,120,0,0.0,4,0,1.149
C-00727,ECM,SE,120,0,0.0,4,0,5.435
C-00728,ECM,S,120,0,0.0,4,0,12.0
C-00729,ECM,S,120,0,0.0,4,0,1.2
C-00730,ECM,NE,120,0,0.0,4,0,1.142
C-00731,ECM,SE,120,0,0.0,4,0,2.582
C-00732,ECM,NE,120,0,0.0,4,0,1.287
C-00733,ECM,SE,120,0,0.0,4,0,1.332
C-00734,ECM,NE,120,0,0.0,4,0,2.339
C-00735,ECM,NE,120,0,0.0,4,0,1.357
C-00736,ECM,N,120,0,0.0,4,0,1.535
C-00737,ECM,S,120,0,0.0,4,0,5.019
C-00738,ECM,S,120,0,0.0,4,0,2.744
C-00739,ECM,CO,120,0,0.0,4,0,1.053
C-00740,ECM,S,120,0,0.0,4,0,2.944
C-00741,ECM,S,120,0,0.0,4,0,1.274
C-00742,ECM,SE,120,0,0.0,4,0,1.966
C-00743,ECM,SE,120,0,0.0,4,0,1.78
C-00744,ECM,SE,120,0,0.0,4,0,2.078
C-00745,ECM,SE,120,0,0.0,4,0,1.027
C-00746,ECM,NE,120,0,0.0,4,0,1.312
C-00747,ECM,N,120,0,0.0,4,0,1.222
C-00748,ECM,N,120,0,0.0,4,0,6.339
C-00749,ECM,SE,120,0,0.0,4,0,1.886
C-00750,ECM,SE,120,0,0.0,4,0,2.744
C-00751,ECM,CO,120,0,0.0,4,0,6.741
C-00752,ECM,SE,120,0,0.0,4,0,1.794
C-00753,ECM,NE,120,0,0.0,4,0,1.022
C-00754,ECM,SE,120,0,0.0,4,0,2.565
C-00755,ECM,SE,120,0,0.0,4,0,1.352
C-00756,ECM,S,120,0,0.0,4,0,1.787
C-00757,ECM,CO,120,0,0.0,4,0,6.41
C-00758,ECM,SE,120,0,0.0,4,0,2.46
C-00759,ECM,S,120,0,0.0,4,0,1.602
C-00760,ECM,SE,120,0,0.0,4,0,1.926
C-00761,ECM,SE,120,0,0.0,4,0,1.078
C-00762,ECM,CO,120,0,0.0,4,0,1.54
C-00763,ECM,SE,120,0,0.0,4,0,1.674
C-00764,ECM,SE,120,0,0.0,4,0,1.207
C-00765,ECM,SE,120,0,0.0,4,0,12.0
C-00766,ECM,SE,120,0,0.0,4,0,4.719
C-00767,ECM,S,120,0,0.0,4,0,1.085
C-00768,ECM,NE,120,0,0.0,4,0,1.456
C-00769,ECM,NE,120,0,0.0,4,0,1.445
C-00770,ECM,SE,120,0,0.0,4,0,2.046
C-00771,ECM,NE,120,0,0.0,4,0,1.272
C-00772,ECM,SE,120,0,0.0,4,0,1.043
C-00773,ECM,S,120,0,0.0,4,0,4.003
C-00774,ECM,NE,120,0,0.0,4,0,2.176
C-00775,ECM,NE,120,0,0.0,4,0,1.886
C-00776,ECM,NE,120,0,0.0,4,0,1.559
C-00777,ECM,SE,120,0,0.0,4,0,1.151
C-00778,ECM,SE,120,0,0.0,4,0,2.655
C-00779,ECM,SE,120,0,0.0,4,0,1.656
C-00780,ECM,SE,120,0,0.0,4,0,2.766
C-00781,ECM,S,120,0,0.0,4,0,1.807
C-00782,ECM,SE,120,0,0.0,4,0,1.26
C-00783,ECM,N,120,0,0.0,4,0,2.21
C-00784,ECM,S,120,0,0.0,4,0,2.5
C-00785,ECM,NE,120,0,0.0,4,0,1.049
C-00786,ECM,N,120,0,0.0,4,0,1.901
C-00787,ECM,SE,120,0,0.0,4,0,2.039
C-00788,ECM,SE,120,0,0.0,4,0,3.723
C-00789,ECM,NE,120,0,0.0,4,0,1.893
C-00790,ECM,SE,120,0,0.0,4,0,8.317
C-00791,ECM,SE,120,0,0.0,4,0,4.526
C-00792,ECM,SE,120,0,0.0,4,0,1.086
C-00793,ECM,SE,120,0,0.0,4,0,1.119
C-00794,ECM,SE,120,0,0.0,4,0,2.165
C-00795,ECM,SE,120,0,0.0,4,0,5.858
C-00796,ECM,NE,120,0,0.0,4,0,3.219
C-00797,ECM,SE,120,0,0.0,4,0,1.878
C-00798,ECM,S,120,0,0.0,4,0,1.087
C-00799,ECM,SE,120,0,0.0,4,0,1.61
C-00800,ECM,S,120,0,0.0,4,0,1.122
C-00801,ECM,NE,120,0,0.0,4,0,1.11
C-00802,ECM,CO,120,0,0.0,4,0,2.219
C-00803,ECM,S,120,0,0.0,4,0,3.175
C-00804,ECM,S,120,0,0.0,4,0,2.975
C-00805,ECM,SE,120,0,0.0,4,0,1.03
C-00806,ECM,S,120,0,0.0,4,0,1.712
C-00807,ECM,CO,120,0,0.0,4,0,2.485
C-00808,ECM,SE,120,0,0.0,4,0,1.89
C-00809,ECM,S,120,0,0.0,4,0,1.853
C-00810,ECM,SE,120,0,0.0,4,0,7.11
C-00811,ECM,S,120,0,0.0,4,0,2.775
C-00812,ECM,CO,120,0,0.0,4,0,1.247
C-00813,ECM,SE,120,0,0.0,4,0,1.039
C-00814,ECM,SE,120,0,0.0,4,0,1.513
C-00815,ECM,SE,120,0,0.0,4,0,1.792
C-00816,ECM,SE,120,0,0.0,4,0,2.208
