order_line_id,order_id,dc_id,sku,qty_ordered,qty_shipped,ship_date,promised_date,actual_delivery_date,transit_days_actual,promise_revisions,backorder_days,on_time,in_full
OL-0002913,ORD-002387,CD-PE,P2,450,450,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002914,ORD-002388,CD-PR,P4,300,300,2025-10-10,2025-10-15,2025-10-13,1,0,0,1,1
OL-0002915,ORD-002389,CD-SP,P2,450,450,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002916,ORD-002390,CD-PE,P1,700,700,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002917,ORD-002391,CD-GO,P4,300,300,2025-10-10,2025-10-15,2025-10-13,1,0,0,1,1
OL-0002918,ORD-002392,CD-SP,P2,450,450,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002919,ORD-002393,CD-SP,P4,300,300,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002922,ORD-002395,CD-GO,P2,450,450,2025-10-10,2025-10-15,2025-10-13,1,0,0,1,1
OL-0002923,ORD-002396,CD-PR,P1,700,700,2025-10-10,2025-10-15,2025-10-13,1,0,0,1,1
OL-0002924,ORD-002396,CD-PR,P2,450,450,2025-10-10,2025-10-15,2025-10-13,1,0,0,1,1
OL-0002925,ORD-002397,CD-SP,P3,300,300,2025-10-10,2025-10-16,2025-10-15,3,0,0,1,1
OL-0002848,ORD-002329,CD-PR,P4,75,75,2025-10-10,2025-10-15,2025-10-14,2,0,0,1,1
OL-0002857,ORD-002338,CD-SP,P4,75,75,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002926,ORD-002398,CD-PE,P4,150,150,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002927,ORD-002399,CD-PR,P4,75,75,2025-10-10,2025-10-15,2025-10-13,1,0,0,1,1
OL-0002928,ORD-002400,CD-PR,P2,112,112,2025-10-10,2025-10-15,2025-10-13,1,0,0,1,1
OL-0002929,ORD-002400,CD-PR,P3,75,75,2025-10-10,2025-10-15,2025-10-14,2,0,0,1,1
OL-0002930,ORD-002400,CD-PR,P5,125,125,2025-10-10,2025-10-15,2025-10-13,1,0,0,1,1
OL-0002932,ORD-002402,CD-SP,P2,224,224,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002933,ORD-002403,CD-SP,P2,112,112,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002934,ORD-002404,CD-SP,P2,224,224,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002935,ORD-002405,CD-GO,P1,175,175,2025-10-10,2025-10-15,2025-10-13,1,0,0,1,1
OL-0002936,ORD-002406,CD-PE,P3,75,75,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002937,ORD-002407,CD-SP,P1,350,350,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002938,ORD-002408,CD-SP,P1,175,175,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002939,ORD-002409,CD-SP,P4,75,75,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002940,ORD-002410,CD-PR,P1,350,350,2025-10-10,2025-10-15,2025-10-13,1,0,0,1,1
OL-0002941,ORD-002410,CD-PR,P2,224,224,2025-10-10,2025-10-15,2025-10-13,1,0,0,1,1
OL-0002942,ORD-002411,CD-GO,P4,75,75,2025-10-10,2025-10-15,2025-10-13,1,0,0,1,1
OL-0002943,ORD-002412,CD-PE,P1,175,175,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002944,ORD-002413,CD-PE,P2,112,112,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002945,ORD-002414,CD-PE,P1,175,175,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002946,ORD-002414,CD-PE,P2,112,112,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002947,ORD-002415,CD-SP,P3,150,150,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002948,ORD-002416,CD-GO,P2,112,112,2025-10-10,2025-10-15,2025-10-13,1,0,0,1,1
OL-0002949,ORD-002417,CD-SP,P4,225,225,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002950,ORD-002418,CD-SP,P4,150,150,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002874,ORD-002355,CD-GO,P5,12,12,2025-10-10,2025-10-15,2025-10-13,1,0,0,1,1
OL-0002888,ORD-002367,CD-PR,P4,60,60,2025-10-10,2025-10-15,2025-10-13,1,0,0,1,1
OL-0002889,ORD-002368,CD-GO,P3,12,12,2025-10-10,2025-10-17,2025-10-15,3,0,0,1,1
OL-0002951,ORD-002419,CD-GO,P4,12,12,2025-10-10,2025-10-17,2025-10-15,3,0,0,1,1
OL-0002952,ORD-002420,CD-GO,P2,60,60,2025-10-10,2025-10-15,2025-10-13,1,0,0,1,1
OL-0002953,ORD-002421,CD-PE,P1,72,72,2025-10-10,2025-10-16,2025-10-15,3,0,0,1,1
OL-0002954,ORD-002421,CD-PE,P4,6,6,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002955,ORD-002422,CD-SP,P5,24,24,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002956,ORD-002423,CD-PE,P5,12,12,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002957,ORD-002424,CD-SP,P1,6,6,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002958,ORD-002424,CD-SP,P4,54,54,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002959,ORD-002425,CD-SP,P1,192,192,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002960,ORD-002426,CD-PR,P4,48,48,2025-10-10,2025-10-15,2025-10-13,1,0,0,1,1
OL-0002961,ORD-002427,CD-PE,P4,48,48,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002962,ORD-002428,CD-SP,P2,150,150,2025-10-10,2025-10-16,2025-10-16,4,0,0,1,1
OL-0002963,ORD-002429,CD-PR,P1,78,78,2025-10-10,2025-10-15,2025-10-13,1,0,0,1,1
OL-0002964,ORD-002430,CD-SP,P3,42,42,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002965,ORD-002431,CD-PR,P2,120,120,2025-10-10,2025-10-15,2025-10-13,1,0,0,1,1
OL-0002966,ORD-002431,CD-PR,P5,6,6,2025-10-10,2025-10-15,2025-10-14,2,0,0,1,1
OL-0002969,ORD-002434,CD-GO,P4,18,18,2025-10-10,2025-10-15,2025-10-13,1,0,0,1,1
OL-0002970,ORD-002435,CD-PR,P1,42,42,2025-10-10,2025-10-15,2025-10-13,1,0,0,1,1
OL-0002971,ORD-002436,CD-GO,P2,18,18,2025-10-10,2025-10-17,2025-10-20,6,0,0,0,1
OL-0002972,ORD-002437,CD-GO,P3,12,12,2025-10-10,2025-10-15,2025-10-14,2,0,0,1,1
OL-0002973,ORD-002438,CD-GO,P5,6,6,2025-10-10,2025-10-15,2025-10-13,1,0,0,1,1
OL-0002975,ORD-002440,CD-PR,P3,24,24,2025-10-10,2025-10-15,2025-10-15,3,0,0,1,1
OL-0002976,ORD-002441,CD-SP,P2,42,42,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002977,ORD-002442,CD-GO,P5,6,6,2025-10-10,2025-10-17,2025-10-15,3,0,0,1,1
OL-0002978,ORD-002443,CD-SP,P2,6,6,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002979,ORD-002444,CD-SP,P4,6,6,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002980,ORD-002445,CD-SP,P3,36,36,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002981,ORD-002446,CD-SP,P4,60,60,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002983,ORD-002448,CD-GO,P1,54,54,2025-10-10,2025-10-15,2025-10-13,1,0,0,1,1
OL-0002984,ORD-002449,CD-SP,P2,36,36,2025-10-10,2025-10-16,2025-10-16,4,0,0,1,1
OL-0002985,ORD-002450,CD-SP,P4,60,60,2025-10-10,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002920,ORD-002394,CD-SP,P1,700,700,2025-10-11,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002921,ORD-002394,CD-SP,P4,600,600,2025-10-11,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002931,ORD-002401,CD-SP,P5,125,125,2025-10-11,2025-10-16,2025-10-14,2,0,0,1,1
OL-0002967,ORD-002432,CD-PE,P2,96,96,2025-10-11,2025-10-17,2025-10-14,2,0,0,1,1
OL-0002968,ORD-002433,CD-GO,P1,24,24,2025-10-11,2025-10-20,2025-10-21,7,0,0,0,1
OL-0002974,ORD-002439,CD-PE,P1,18,18,2025-10-11,2025-10-17,2025-10-14,2,0,0,1,1
OL-0002982,ORD-002447,CD-PE,P3,42,42,2025-10-11,2025-10-17,2025-10-14,2,0,0,1,1
OL-0002987,ORD-002452,CD-PR,P1,1400,1400,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0002988,ORD-002452,CD-PR,P2,450,450,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0002989,ORD-002452,CD-PR,P4,900,900,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0002990,ORD-002453,CD-PE,P1,1400,1400,2025-10-13,2025-10-17,2025-10-20,5,0,0,0,1
OL-0002991,ORD-002453,CD-PE,P2,900,900,2025-10-13,2025-10-17,2025-10-20,5,0,0,0,1
OL-0002992,ORD-002453,CD-PE,P4,900,900,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0002993,ORD-002453,CD-PE,P5,500,500,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0002994,ORD-002454,CD-SP,P1,2100,2100,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0002995,ORD-002454,CD-SP,P2,900,900,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0002996,ORD-002455,CD-SP,P1,700,700,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0002997,ORD-002455,CD-SP,P2,900,900,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0002998,ORD-002455,CD-SP,P3,600,600,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0002999,ORD-002455,CD-SP,P4,1200,1200,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003000,ORD-002456,CD-SP,P4,600,600,2025-10-13,2025-10-17,2025-10-17,4,0,0,1,1
OL-0003001,ORD-002457,CD-GO,P1,700,700,2025-10-13,2025-10-16,2025-10-17,4,0,0,0,1
OL-0003002,ORD-002457,CD-GO,P2,450,450,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003003,ORD-002457,CD-GO,P3,300,300,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003004,ORD-002457,CD-GO,P5,500,500,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003005,ORD-002458,CD-GO,P2,450,450,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003006,ORD-002459,CD-PE,P4,300,300,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003007,ORD-002460,CD-PE,P1,700,700,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003008,ORD-002461,CD-PR,P1,700,700,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003009,ORD-002461,CD-PR,P4,300,300,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003010,ORD-002462,CD-GO,P2,450,450,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003011,ORD-002463,CD-SP,P1,700,700,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003012,ORD-002463,CD-SP,P4,300,300,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003013,ORD-002464,CD-SP,P4,600,600,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003014,ORD-002465,CD-SP,P1,700,700,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003015,ORD-002465,CD-SP,P2,450,450,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003016,ORD-002465,CD-SP,P3,300,300,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003017,ORD-002466,CD-PE,P4,300,300,2025-10-13,2025-10-17,2025-10-20,5,0,0,0,1
OL-0003018,ORD-002467,CD-SP,P2,450,450,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003019,ORD-002467,CD-SP,P4,300,300,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003020,ORD-002468,CD-GO,P1,700,700,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003021,ORD-002469,CD-PE,P2,450,450,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003023,ORD-002471,CD-SP,P1,700,700,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003025,ORD-002473,CD-PE,P4,150,150,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003026,ORD-002474,CD-SP,P2,112,112,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003027,ORD-002475,CD-PE,P4,75,75,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003028,ORD-002476,CD-SP,P2,112,112,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003029,ORD-002477,CD-SP,P4,75,75,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003031,ORD-002479,CD-GO,P2,112,112,2025-10-13,2025-10-20,2025-10-16,3,0,0,1,1
OL-0003032,ORD-002480,CD-PR,P1,175,175,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003033,ORD-002481,CD-SP,P3,75,75,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003034,ORD-002482,CD-PR,P4,300,300,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003035,ORD-002483,CD-SP,P1,175,175,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003036,ORD-002484,CD-SP,P3,75,75,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003037,ORD-002485,CD-PR,P3,75,75,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003038,ORD-002486,CD-SP,P2,112,112,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003039,ORD-002487,CD-SP,P2,112,112,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003040,ORD-002488,CD-PE,P2,112,112,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003041,ORD-002489,CD-SP,P1,175,175,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003042,ORD-002490,CD-SP,P2,112,112,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003044,ORD-002492,CD-SP,P4,375,375,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003045,ORD-002493,CD-GO,P1,175,175,2025-10-13,2025-10-20,2025-10-23,8,0,0,0,1
OL-0003046,ORD-002494,CD-PR,P2,112,112,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003047,ORD-002495,CD-PE,P1,525,525,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003048,ORD-002496,CD-PE,P3,75,75,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003049,ORD-002496,CD-PE,P4,75,75,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003050,ORD-002497,CD-GO,P4,75,75,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003051,ORD-002498,CD-SP,P1,175,175,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003052,ORD-002499,CD-PR,P1,175,175,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003053,ORD-002500,CD-PR,P1,175,175,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003054,ORD-002500,CD-PR,P2,112,112,2025-10-13,2025-10-16,2025-10-16,3,0,0,1,1
OL-0003055,ORD-002501,CD-GO,P2,112,112,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003056,ORD-002502,CD-SP,P2,112,112,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003057,ORD-002503,CD-GO,P1,175,175,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003058,ORD-002504,CD-SP,P4,375,375,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003059,ORD-002505,CD-SP,P1,350,350,2025-10-13,2025-10-17,2025-10-16,3,0,0,1,1
OL-0003060,ORD-002506,CD-GO,P3,75,75,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003061,ORD-002507,CD-SP,P3,75,75,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003062,ORD-002508,CD-SP,P1,350,350,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003063,ORD-002509,CD-GO,P1,175,175,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003064,ORD-002509,CD-GO,P2,224,224,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003065,ORD-002510,CD-GO,P1,54,54,2025-10-13,2025-10-20,2025-10-23,8,0,0,0,1
OL-0003066,ORD-002510,CD-GO,P3,12,12,2025-10-13,2025-10-20,2025-10-16,3,0,0,1,1
OL-0003067,ORD-002511,CD-PE,P3,6,6,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003068,ORD-002512,CD-SP,P2,36,36,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003069,ORD-002513,CD-PE,P1,48,48,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003072,ORD-002515,CD-PE,P5,18,18,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003073,ORD-002516,CD-GO,P4,24,24,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003074,ORD-002517,CD-PR,P4,60,60,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003075,ORD-002518,CD-PE,P1,138,138,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003076,ORD-002519,CD-PE,P4,6,6,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003077,ORD-002520,CD-SP,P5,36,36,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003079,ORD-002522,CD-PE,P2,30,30,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003081,ORD-002524,CD-PE,P2,30,30,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003083,ORD-002526,CD-GO,P2,30,30,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003084,ORD-002527,CD-PR,P4,6,6,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003085,ORD-002528,CD-GO,P2,84,84,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003086,ORD-002528,CD-GO,P3,24,24,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003087,ORD-002529,CD-SP,P4,66,66,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003088,ORD-002530,CD-PR,P1,78,78,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003089,ORD-002531,CD-PE,P2,42,42,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003090,ORD-002532,CD-GO,P5,6,6,2025-10-13,2025-10-20,2025-10-16,3,0,0,1,1
OL-0003091,ORD-002533,CD-PR,P3,42,42,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003092,ORD-002534,CD-PR,P2,108,108,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003093,ORD-002535,CD-SP,P3,72,72,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003094,ORD-002536,CD-GO,P4,24,24,2025-10-13,2025-10-20,2025-10-16,3,0,0,1,1
OL-0003096,ORD-002538,CD-SP,P3,36,36,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003097,ORD-002539,CD-SP,P4,60,60,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003098,ORD-002540,CD-PR,P5,24,24,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003099,ORD-002541,CD-SP,P4,36,36,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003100,ORD-002542,CD-PE,P3,36,36,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003101,ORD-002543,CD-PR,P4,48,48,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003102,ORD-002544,CD-GO,P2,24,24,2025-10-13,2025-10-20,2025-10-16,3,0,0,1,1
OL-0003103,ORD-002545,CD-SP,P2,54,54,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003104,ORD-002546,CD-SP,P2,84,84,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003105,ORD-002547,CD-SP,P1,162,162,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003106,ORD-002547,CD-SP,P4,60,60,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003107,ORD-002548,CD-PE,P4,18,18,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003108,ORD-002549,CD-GO,P1,72,72,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003109,ORD-002549,CD-GO,P2,36,36,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003110,ORD-002550,CD-GO,P4,6,6,2025-10-13,2025-10-16,2025-10-14,1,0,0,1,1
OL-0003111,ORD-002551,CD-SP,P1,90,90,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0003112,ORD-002552,CD-SP,P2,48,48,2025-10-13,2025-10-17,2025-10-15,2,0,0,1,1
OL-0002986,ORD-002451,CD-PR,P2,450,450,2025-10-14,2025-10-17,2025-10-15,1,0,0,1,1
OL-0003114,ORD-002554,CD-PR,P1,700,700,2025-10-14,2025-10-17,2025-10-15,1,0,0,1,1
OL-0003115,ORD-002554,CD-PR,P4,300,300,2025-10-14,2025-10-17,2025-10-15,1,0,0,1,1
OL-0003116,ORD-002555,CD-SP,P5,500,500,2025-10-14,2025-10-20,2025-10-16,2,0,0,1,1
OL-0003117,ORD-002556,CD-PR,P3,300,300,2025-10-14,2025-10-17,2025-10-15,1,0,0,1,1
OL-0003118,ORD-002556,CD-PR,P5,500,500,2025-10-14,2025-10-17,2025-10-15,1,0,0,1,1
OL-0003119,ORD-002557,CD-PE,P1,700,700,2025-10-14,2025-10-20,2025-10-16,2,0,0,1,1
OL-0003120,ORD-002557,CD-PE,P2,900,900,2025-10-14,2025-10-20,2025-10-16,2,0,0,1,1
OL-0003121,ORD-002557,CD-PE,P3,300,300,2025-10-14,2025-10-20,2025-10-16,2,0,0,1,1
OL-0003122,ORD-002557,CD-PE,P4,600,600,2025-10-14,2025-10-20,2025-10-16,2,0,0,1,1
OL-0003124,ORD-002559,CD-SP,P4,1200,1200,2025-10-14,2025-10-20,2025-10-16,2,0,0,1,1
OL-0003125,ORD-002560,CD-PR,P1,700,700,2025-10-14,2025-10-17,2025-10-16,2,0,0,1,1
OL-0003126,ORD-002560,CD-PR,P2,450,450,2025-10-14,2025-10-17,2025-10-15,1,0,0,1,1
OL-0003127,ORD-002560,CD-PR,P4,300,300,2025-10-14,2025-10-17,2025-10-15,1,0,0,1,1
OL-0003128,ORD-002561,CD-SP,P1,2100,2100,2025-10-14,2025-10-20,2025-10-16,2,0,0,1,1
OL-0003129,ORD-002561,CD-SP,P3,300,300,2025-10-14,2025-10-20,2025-10-16,2,0,0,1,1
OL-0003130,ORD-002561,CD-SP,P4,300,300,2025-10-14,2025-10-20,2025-10-20,4,0,0,1,1
OL-0003131,ORD-002562,CD-GO,P1,700,700,2025-10-14,2025-10-17,2025-10-15,1,0,0,1,1
OL-0003132,ORD-002562,CD-GO,P2,450,450,2025-10-14,2025-10-17,2025-10-15,1,0,0,1,1
OL-0003133,ORD-002562,CD-GO,P4,300,300,2025-10-14,2025-10-17,2025-10-15,1,0,0,1,1
OL-0003022,ORD-002470,CD-PR,P2,450,450,2025-10-14,2025-10-17,2025-10-17,3,0,0,1,1
OL-0003134,ORD-002563,CD-GO,P4,300,300,2025-10-14,2025-10-21,2025-10-22,6,0,0,0,1
OL-0003135,ORD-002564,CD-SP,P4,900,900,2025-10-14,2025-10-20,2025-10-16,2,0,0,1,1
OL-0003136,ORD-002565,CD-PE,P1,700,700,2025-10-14,2025-10-20,2025-10-16,2,0,0,1,1
OL-0003137,ORD-002565,CD-PE,P2,450,450,2025-10-14,2025-10-20,2025-10-16,2,0,0,1,1
OL-0003138,ORD-002565,CD-PE,P5,500,500,2025-10-14,2025-10-20,2025-10-16,2,0,0,1,1
OL-0003139,ORD-002566,CD-GO,P1,700,700,2025-10-14,2025-10-17,2025-10-15,1,0,0,1,1
OL-0003140,ORD-002566,CD-GO,P2,450,450,2025-10-14,2025-10-17,2025-10-15,1,0,0,1,1
OL-0003141,ORD-002567,CD-SP,P1,700,700,2025-10-14,2025-10-20,2025-10-16,2,0,0,1,1
OL-0003142,ORD-002568,CD-SP,P1,700,700,2025-10-14,2025-10-20,2025-10-16,2,0,0,1,1
OL-0003143,ORD-002569,CD-SP,P1,700,700,2025-10-14,2025-10-20,2025-10-16,2,0,0,1,1
OL-0003144,ORD-002569,CD-SP,P2,900,900,2025-10-14,2025-10-20,2025-10-16,2,0,0,1,1
OL-0003145,ORD-002569,CD-SP,P4,300,300,2025-10-14,2025-10-20,2025-10-16,2,0,0,1,1
OL-0003146,ORD-002570,CD-PR,P1,700,700,2025-10-14,2025-10-17,2025-10-15,1,0,0,1,1
OL-0003147,ORD-002570,CD-PR,P4,300,300,2025-10-14,2025-10-17,2025-10-15,1,0,0,1,1
OL-0003148,ORD-002571,CD-PE,P3,300,300,2025-10-14,2025-10-20,2025-10-16,2,0,0,1,1
OL-0003149,ORD-002572,CD-PE,P4,300,300,2025-10-14,2025-10-20,2025-10-16,2,0,0,1,1
OL-0003150,ORD-002573,CD-GO,P4,300,300,2025-10-14,2025-10-17,2025-10-15,1,0,0,1,1
OL-0003151,ORD-002574,CD-PE,P4,300,300,2025-10-14,2025-10-20,2025-10-16,2,0,0,1,1
OL-0003152,ORD-002575,CD-PR,P3,300,300,2025-10-14,2025-10-17,2025-10-15,1,0,0,1,1
OL-0003153,ORD-002576,CD-PR,P2,450,450,2025-10-14,2025-10-17,2025-10-15,1,0,0,1,1
OL-0003154,ORD-002576,CD-PR,P4,300,300,2025-10-14,2025-10-17,2025-10-15,1,0,0,1,1
OL-0003155,ORD-002576,CD-PR,P5,500,500,2025-10-14,2025-10-17,2025-10-17,3,0,0,1,1
OL-0003156,ORD-002577,CD-SP,P3,300,300,2025-10-14,2025-10-20,2025-10-16,2,0,0,1,1
OL-0003157,ORD-002578,CD-GO,P1,700,700,2025-10-14,2025-10-21,2025-10-17,3,0,0,1,1
