date,dc_id,sku,on_hand,reserved_ka,in_transit,oldest_batch_date
2025-12-05,CD-PR,P5,931,284,2500,2025-11-18
2025-12-05,CD-GO,P1,4977,2984,25900,2025-11-15
2025-12-05,CD-GO,P2,2795,1750,16200,2025-11-15
2025-12-05,CD-GO,P3,392,501,4500,2025-11-15
2025-12-05,CD-GO,P4,8,1481,16500,2025-11-15
2025-12-05,CD-GO,P5,173,215,2500,2025-11-09
2025-12-05,CD-PE,P1,52800,4023,0,2025-12-04
2025-12-05,CD-PE,P2,25420,2359,0,2025-12-04
2025-12-05,CD-PE,P3,25,675,7500,2025-11-17
2025-12-05,CD-PE,P4,4,1997,31800,2025-11-17
2025-12-05,CD-PE,P5,2926,290,0,2025-12-04
2025-12-06,CD-SP,P1,53896,8742,0,2025-12-04
2025-12-06,CD-SP,P2,34519,5135,0,2025-12-04
2025-12-06,CD-SP,P3,13706,1461,0,2025-12-04
2025-12-06,CD-SP,P4,23712,4256,0,2025-12-04
2025-12-06,CD-SP,P5,938,636,4500,2025-11-23
2025-12-06,CD-PR,P1,38238,3909,0,2025-12-05
2025-12-06,CD-PR,P2,23080,2296,0,2025-12-05
2025-12-06,CD-PR,P3,6902,653,0,2025-12-05
2025-12-06,CD-PR,P4,22498,1903,0,2025-12-05
2025-12-06,CD-PR,P5,931,284,2500,2025-11-18
2025-12-06,CD-GO,P1,30877,2952,0,2025-12-06
2025-12-06,CD-GO,P2,18995,1734,0,2025-12-06
2025-12-06,CD-GO,P3,4817,493,0,2025-12-06
2025-12-06,CD-GO,P4,16433,1437,0,2025-12-06
2025-12-06,CD-GO,P5,173,215,2500,2025-11-09
2025-12-06,CD-PE,P1,52800,3980,0,2025-12-04
2025-12-06,CD-PE,P2,25420,2338,0,2025-12-04
2025-12-06,CD-PE,P3,25,665,7500,2025-11-17
2025-12-06,CD-PE,P4,4,1937,31800,2025-11-17
2025-12-06,CD-PE,P5,2926,290,0,2025-12-04
2025-12-07,CD-SP,P1,53896,8742,0,2025-12-04
2025-12-07,CD-SP,P2,34519,5135,0,2025-12-04
2025-12-07,CD-SP,P3,13706,1461,0,2025-12-04
2025-12-07,CD-SP,P4,23712,4256,0,2025-12-04
2025-12-07,CD-SP,P5,5438,636,0,2025-12-07
2025-12-07,CD-PR,P1,38238,3909,0,2025-12-05
2025-12-07,CD-PR,P2,23080,2296,0,2025-12-05
2025-12-07,CD-PR,P3,6902,653,0,2025-12-05
2025-12-07,CD-PR,P4,22498,1903,0,2025-12-05
2025-12-07,CD-PR,P5,931,284,2500,2025-11-18
2025-12-07,CD-GO,P1,30877,2952,0,2025-12-06
2025-12-07,CD-GO,P2,18995,1734,0,2025-12-06
2025-12-07,CD-GO,P3,4817,493,0,2025-12-06
2025-12-07,CD-GO,P4,16433,1437,0,2025-12-06
2025-12-07,CD-GO,P5,173,215,2500,2025-11-09
2025-12-07,CD-PE,P1,52800,3980,0,2025-12-04
2025-12-07,CD-PE,P2,25420,2338,0,2025-12-04
2025-12-07,CD-PE,P3,25,665,7500,2025-11-17
2025-12-07,CD-PE,P4,4,1937,31800,2025-11-17
2025-12-07,CD-PE,P5,2926,290,0,2025-12-04
2025-12-08,CD-SP,P1,47544,8742,29400,2025-12-04
2025-12-08,CD-SP,P2,30835,5135,15750,2025-12-04
2025-12-08,CD-SP,P3,12767,1461,0,2025-12-04
2025-12-08,CD-SP,P4,20703,4256,6900,2025-12-04
2025-12-08,CD-SP,P5,5277,636,1500,2025-12-07
2025-12-08,CD-PR,P1,36000,3909,11200,2025-12-05
2025-12-08,CD-PR,P2,21286,2296,6750,2025-12-05
2025-12-08,CD-PR,P3,6452,653,0,2025-12-05
2025-12-08,CD-PR,P4,21496,1903,0,2025-12-05
2025-12-08,CD-PR,P5,413,284,3500,2025-11-18
2025-12-08,CD-GO,P1,28995,2952,7000,2025-12-06
2025-12-08,CD-GO,P2,17401,1734,0,2025-12-06
2025-12-08,CD-GO,P3,4775,493,0,2025-12-06
2025-12-08,CD-GO,P4,15524,1437,0,2025-12-06
2025-12-08,CD-GO,P5,30,215,2500,2025-11-09
2025-12-08,CD-PE,P1,50001,3980,0,2025-12-04
2025-12-08,CD-PE,P2,24188,2338,6300,2025-12-04
2025-12-08,CD-PE,P3,7096,665,0,2025-12-08
2025-12-08,CD-PE,P4,31195,1937,0,2025-12-08
2025-12-08,CD-PE,P5,2783,290,2500,2025-12-04
2025-12-09,CD-SP,P1,41946,8580,29400,2025-12-04
2025-12-09,CD-SP,P2,22859,5056,15750,2025-12-04
2025-12-09,CD-SP,P3,12083,1425,0,2025-12-04
2025-12-09,CD-SP,P4,15747,4036,6900,2025-12-04
2025-12-09,CD-SP,P5,4741,636,1500,2025-12-07
2025-12-09,CD-PR,P1,30782,3837,11200,2025-12-05
2025-12-09,CD-PR,P2,19414,2261,6750,2025-12-05
2025-12-09,CD-PR,P3,5258,637,0,2025-12-05
2025-12-09,CD-PR,P4,20074,1805,0,2025-12-05
2025-12-09,CD-PR,P5,2764,284,1000,2025-12-09
2025-12-09,CD-GO,P1,26214,2898,7000,2025-12-06
2025-12-09,CD-GO,P2,15945,1708,0,2025-12-06
2025-12-09,CD-GO,P3,3995,481,0,2025-12-06
2025-12-09,CD-GO,P4,14303,1363,0,2025-12-06
2025-12-09,CD-GO,P5,12,215,2500,2025-11-09
2025-12-09,CD-PE,P1,44614,3908,0,2025-12-04
2025-12-09,CD-PE,P2,22228,2303,6300,2025-12-04
2025-12-09,CD-PE,P3,6310,649,0,2025-12-08
2025-12-09,CD-PE,P4,28624,1837,0,2025-12-08
2025-12-09,CD-PE,P5,2259,290,2500,2025-12-04
2025-12-10,CD-SP,P1,36849,8427,29400,2025-12-04
2025-12-10,CD-SP,P2,20235,4981,15750,2025-12-04
2025-12-10,CD-SP,P3,11135,1391,0,2025-12-04
2025-12-10,CD-SP,P4,10056,3827,6900,2025-12-04
2025-12-10,CD-SP,P5,3383,636,1500,2025-12-07
2025-12-10,CD-PR,P1,28514,3769,11200,2025-12-05
2025-12-10,CD-PR,P2,18306,2228,6750,2025-12-05
2025-12-10,CD-PR,P3,4835,622,0,2025-12-05
2025-12-10,CD-PR,P4,18073,1711,0,2025-12-05
2025-12-10,CD-PR,P5,2740,284,1000,2025-12-09
2025-12-10,CD-GO,P1,25038,2847,7000,2025-12-06
2025-12-10,CD-GO,P2,15051,1683,0,2025-12-06
2025-12-10,CD-GO,P3,3872,470,0,2025-12-06
2025-12-10,CD-GO,P4,13100,1292,0,2025-12-06
2025-12-10,CD-GO,P5,6,215,2500,2025-11-09
2025-12-10,CD-PE,P1,41616,3840,0,2025-12-04
2025-12-10,CD-PE,P2,20392,2270,6300,2025-12-04
2025-12-10,CD-PE,P3,6175,634,0,2025-12-08
2025-12-10,CD-PE,P4,27256,1743,0,2025-12-08
2025-12-10,CD-PE,P5,2116,290,2500,2025-12-04
2025-12-11,CD-SP,P1,29851,8285,29400,2025-12-04
2025-12-11,CD-SP,P2,17877,4912,15750,2025-12-04
2025-12-11,CD-SP,P3,10061,1360,0,2025-12-04
2025-12-11,CD-SP,P4,6357,3633,6900,2025-12-04
2025-12-11,CD-SP,P5,3240,636,1500,2025-12-07
2025-12-11,CD-PR,P1,25190,3706,11200,2025-12-05
2025-12-11,CD-PR,P2,16838,2197,6750,2025-12-05
2025-12-11,CD-PR,P3,4730,608,0,2025-12-05
2025-12-11,CD-PR,P4,17170,1624,0,2025-12-05
2025-12-11,CD-PR,P5,2097,285,1000,2025-12-09
2025-12-11,CD-GO,P1,23180,2800,7000,2025-12-06
2025-12-11,CD-GO,P2,13405,1660,0,2025-12-06
2025-12-11,CD-GO,P3,3485,459,0,2025-12-06
2025-12-11,CD-GO,P4,12203,1227,0,2025-12-06
2025-12-11,CD-GO,P5,2494,215,0,2025-12-11
2025-12-11,CD-PE,P1,39511,3776,0,2025-12-04
2025-12-11,CD-PE,P2,26028,2239,0,2025-12-11
2025-12-11,CD-PE,P3,5746,620,0,2025-12-08
2025-12-11,CD-PE,P4,26509,1654,0,2025-12-08
2025-12-11,CD-PE,P5,4592,290,0,2025-12-11
2025-12-12,CD-SP,P1,25290,8153,29400,2025-12-04
2025-12-12,CD-SP,P2,15319,4848,15750,2025-12-04
2025-12-12,CD-SP,P3,8858,1330,0,2025-12-04
2025-12-12,CD-SP,P4,4656,3454,6900,2025-12-04
2025-12-12,CD-SP,P5,2067,636,1500,2025-12-07
2025-12-12,CD-PR,P1,23362,3647,11200,2025-12-05
2025-12-12,CD-PR,P2,15672,2168,6750,2025-12-05
2025-12-12,CD-PR,P3,4031,595,0,2025-12-05
2025-12-12,CD-PR,P4,15604,1544,0,2025-12-05
2025-12-12,CD-PR,P5,2097,285,1000,2025-12-09
2025-12-12,CD-GO,P1,22040,2756,7000,2025-12-06
2025-12-12,CD-GO,P2,13197,1639,0,2025-12-06
2025-12-12,CD-GO,P3,3056,450,0,2025-12-06
2025-12-12,CD-GO,P4,12074,1167,0,2025-12-06
2025-12-12,CD-GO,P5,2482,215,0,2025-12-11
2025-12-12,CD-PE,P1,36953,3718,0,2025-12-04
2025-12-12,CD-PE,P2,24258,2211,0,2025-12-11
2025-12-12,CD-PE,P3,5341,607,0,2025-12-08
2025-12-12,CD-PE,P4,24850,1573,0,2025-12-08
2025-12-12,CD-PE,P5,4568,290,0,2025-12-11
2025-12-13,CD-SP,P1,25188,8058,29400,2025-12-04
2025-12-13,CD-SP,P2,15319,4801,15750,2025-12-04
2025-12-13,CD-SP,P3,8858,1309,0,2025-12-04
2025-12-13,CD-SP,P4,4281,3323,6900,2025-12-04
2025-12-13,CD-SP,P5,2067,636,1500,2025-12-07
2025-12-13,CD-PR,P1,23332,3604,11200,2025-12-05
2025-12-13,CD-PR,P2,15624,2148,6750,2025-12-05
2025-12-13,CD-PR,P3,4031,586,0,2025-12-05
2025-12-13,CD-PR,P4,15562,1486,0,2025-12-05
2025-12-13,CD-PR,P5,2085,285,1000,2025-12-09
2025-12-13,CD-GO,P1,22040,2724,7000,2025-12-06
2025-12-13,CD-GO,P2,13197,1623,0,2025-12-06
2025-12-13,CD-GO,P3,3056,443,0,2025-12-06
2025-12-13,CD-GO,P4,12074,1123,0,2025-12-06
2025-12-13,CD-GO,P5,2482,215,0,2025-12-11
2025-12-13,CD-PE,P1,36953,3675,0,2025-12-04
2025-12-13,CD-PE,P2,24258,2190,0,2025-12-11
2025-12-13,CD-PE,P3,5341,597,0,2025-12-08
2025-12-13,CD-PE,P4,24550,1514,0,2025-12-08
2025-12-13,CD-PE,P5,4568,290,0,2025-12-11
2025-12-14,CD-SP,P1,54588,8058,0,2025-12-14
2025-12-14,CD-SP,P2,31069,4801,0,2025-12-14
2025-12-14,CD-SP,P3,8858,1309,0,2025-12-04
2025-12-14,CD-SP,P4,4281,3323,6900,2025-12-04
2025-12-14,CD-SP,P5,3567,636,0,2025-12-14
2025-12-14,CD-PR,P1,23332,3604,11200,2025-12-05
2025-12-14,CD-PR,P2,15624,2148,6750,2025-12-05
2025-12-14,CD-PR,P3,4031,586,0,2025-12-05
2025-12-14,CD-PR,P4,15562,1486,0,2025-12-05
2025-12-14,CD-PR,P5,2085,285,1000,2025-12-09
2025-12-14,CD-GO,P1,29040,2724,0,2025-12-14
2025-12-14,CD-GO,P2,13197,1623,0,2025-12-06
2025-12-14,CD-GO,P3,3056,443,0,2025-12-06
2025-12-14,CD-GO,P4,12074,1123,0,2025-12-06
2025-12-14,CD-GO,P5,2482,215,0,2025-12-11
2025-12-14,CD-PE,P1,36953,3675,0,2025-12-04
2025-12-14,CD-PE,P2,24258,2190,0,2025-12-11
2025-12-14,CD-PE,P3,5341,597,0,2025-12-08
2025-12-14,CD-PE,P4,24550,1514,0,2025-12-08
2025-12-14,CD-PE,P5,4568,290,0,2025-12-11
2025-12-15,CD-SP,P1,48043,8058,0,2025-12-14
2025-12-15,CD-SP,P2,26011,4801,0,2025-12-14
2025-12-15,CD-SP,P3,7724,1309,0,2025-12-04
2025-12-15,CD-SP,P4,7791,3323,0,2025-12-15
2025-12-15,CD-SP,P5,3352,636,0,2025-12-14
2025-12-15,CD-PR,P1,21221,3604,11200,2025-12-05
2025-12-15,CD-PR,P2,14332,2148,6750,2025-12-05
2025-12-15,CD-PR,P3,3821,586,0,2025-12-05
2025-12-15,CD-PR,P4,14254,1486,0,2025-12-05
2025-12-15,CD-PR,P5,2067,285,1000,2025-12-09
2025-12-15,CD-GO,P1,26452,2724,0,2025-12-14
2025-12-15,CD-GO,P2,11853,1623,0,2025-12-06
2025-12-15,CD-GO,P3,2651,443,0,2025-12-06
2025-12-15,CD-GO,P4,10784,1123,0,2025-12-06
2025-12-15,CD-GO,P5,2214,215,0,2025-12-11
2025-12-15,CD-PE,P1,32718,3675,0,2025-12-04
2025-12-15,CD-PE,P2,22274,2190,0,2025-12-11
2025-12-15,CD-PE,P3,4924,597,0,2025-12-08
2025-12-15,CD-PE,P4,22936,1514,0,2025-12-08
2025-12-15,CD-PE,P5,4413,290,0,2025-12-11
2025-12-16,CD-SP,P1,41056,7896,0,2025-12-14
2025-12-16,CD-SP,P2,18851,4722,0,2025-12-14
2025-12-16,CD-SP,P3,6170,1273,0,2025-12-04
2025-12-16,CD-SP,P4,4185,3103,0,2025-12-15
2025-12-16,CD-SP,P5,2179,636,0,2025-12-14
2025-12-16,CD-PR,P1,29139,3533,0,2025-12-16
2025-12-16,CD-PR,P2,17702,2113,0,2025-12-16
2025-12-16,CD-PR,P3,3080,570,0,2025-12-05
2025-12-16,CD-PR,P4,13126,1388,0,2025-12-05
2025-12-16,CD-PR,P5,1942,285,1000,2025-12-09
2025-12-16,CD-GO,P1,24419,2670,0,2025-12-14
2025-12-16,CD-GO,P2,10467,1597,0,2025-12-06
2025-12-16,CD-GO,P3,2615,431,0,2025-12-06
2025-12-16,CD-GO,P4,9755,1048,0,2025-12-06
2025-12-16,CD-GO,P5,2196,215,0,2025-12-11
2025-12-16,CD-PE,P1,30679,3603,0,2025-12-04
2025-12-16,CD-PE,P2,20676,2155,0,2025-12-11
2025-12-16,CD-PE,P3,4108,581,0,2025-12-08
2025-12-16,CD-PE,P4,21616,1414,0,2025-12-08
2025-12-16,CD-PE,P5,3264,290,0,2025-12-11
2025-12-17,CD-SP,P1,32624,7743,0,2025-12-14
2025-12-17,CD-SP,P2,14493,4647,0,2025-12-14
2025-12-17,CD-SP,P3,4643,1239,0,2025-12-04
2025-12-17,CD-SP,P4,294,2894,0,2025-12-15
2025-12-17,CD-SP,P5,1863,636,0,2025-12-14
2025-12-17,CD-PR,P1,25435,3464,0,2025-12-16
2025-12-17,CD-PR,P2,16268,2079,0,2025-12-16
2025-12-17,CD-PR,P3,2588,555,0,2025-12-05
2025-12-17,CD-PR,P4,11350,1294,0,2025-12-05
2025-12-17,CD-PR,P5,1257,285,1000,2025-12-09
2025-12-17,CD-GO,P1,22459,2619,0,2025-12-14
2025-12-17,CD-GO,P2,9419,1572,0,2025-12-06
2025-12-17,CD-GO,P3,2147,419,0,2025-12-06
2025-12-17,CD-GO,P4,8390,978,0,2025-12-06
2025-12-17,CD-GO,P5,2184,215,0,2025-12-11
2025-12-17,CD-PE,P1,27325,3535,0,2025-12-04
2025-12-17,CD-PE,P2,19254,2122,0,2025-12-11
2025-12-17,CD-PE,P3,3304,566,0,2025-12-08
2025-12-17,CD-PE,P4,19297,1319,0,2025-12-08
2025-12-17,CD-PE,P5,3228,291,0,2025-12-11
2025-12-18,CD-SP,P1,26326,7600,0,2025-12-14
2025-12-18,CD-SP,P2,11679,4578,0,2025-12-14
2025-12-18,CD-SP,P3,3866,1208,0,2025-12-04
2025-12-18,CD-SP,P4,9,2700,0,2025-12-15
2025-12-18,CD-SP,P5,1196,636,0,2025-12-14
2025-12-18,CD-PR,P1,22624,3401,0,2025-12-16
2025-12-18,CD-PR,P2,14296,2048,0,2025-12-16
2025-12-18,CD-PR,P3,1859,540,0,2025-12-05
2025-12-18,CD-PR,P4,9610,1207,0,2025-12-05
2025-12-18,CD-PR,P5,2245,285,0,2025-12-18
2025-12-18,CD-GO,P1,20432,2571,0,2025-12-14
2025-12-18,CD-GO,P2,8607,1549,0,2025-12-06
2025-12-18,CD-GO,P3,2006,409,0,2025-12-06
2025-12-18,CD-GO,P4,7469,912,0,2025-12-06
2025-12-18,CD-GO,P5,2178,215,0,2025-12-11
2025-12-18,CD-PE,P1,24357,3471,0,2025-12-04
2025-12-18,CD-PE,P2,17068,2091,0,2025-12-11
2025-12-18,CD-PE,P3,3199,551,0,2025-12-08
2025-12-18,CD-PE,P4,13930,1231,0,2025-12-08
2025-12-18,CD-PE,P5,3085,291,0,2025-12-11
2025-12-19,CD-SP,P1,24740,7469,0,2025-12-14
2025-12-19,CD-SP,P2,7113,4513,0,2025-12-14
2025-12-19,CD-SP,P3,3275,1179,0,2025-12-04
2025-12-19,CD-SP,P4,9,2520,0,2025-12-15
2025-12-19,CD-SP,P5,1196,636,0,2025-12-14
2025-12-19,CD-PR,P1,20748,3343,0,2025-12-16
2025-12-19,CD-PR,P2,12614,2020,0,2025-12-16
2025-12-19,CD-PR,P3,1748,527,0,2025-12-05
2025-12-19,CD-PR,P4,9106,1127,0,2025-12-05
2025-12-19,CD-PR,P5,2233,285,0,2025-12-18
2025-12-19,CD-GO,P1,18930,2527,0,2025-12-14
2025-12-19,CD-GO,P2,8103,1527,0,2025-12-06
2025-12-19,CD-GO,P3,1982,399,0,2025-12-06
2025-12-19,CD-GO,P4,6953,852,0,2025-12-06
2025-12-19,CD-GO,P5,2160,215,0,2025-12-11
2025-12-19,CD-PE,P1,22469,3413,0,2025-12-04
2025-12-19,CD-PE,P2,16790,2062,0,2025-12-11
2025-12-19,CD-PE,P3,3088,538,0,2025-12-08
2025-12-19,CD-PE,P4,9262,1149,0,2025-12-08
2025-12-19,CD-PE,P5,3073,291,0,2025-12-11
2025-12-20,CD-SP,P1,23316,7373,0,2025-12-14
2025-12-20,CD-SP,P2,7113,4466,0,2025-12-14
2025-12-20,CD-SP,P3,3275,1157,0,2025-12-04
2025-12-20,CD-SP,P4,9,2390,0,2025-12-15
2025-12-20,CD-SP,P5,1172,636,0,2025-12-14
2025-12-20,CD-PR,P1,20748,3300,0,2025-12-16
2025-12-20,CD-PR,P2,12614,1999,0,2025-12-16
2025-12-20,CD-PR,P3,1748,518,0,2025-12-05
2025-12-20,CD-PR,P4,9106,1069,0,2025-12-05
2025-12-20,CD-PR,P5,2233,285,0,2025-12-18
2025-12-20,CD-GO,P1,18930,2495,0,2025-12-14
2025-12-20,CD-GO,P2,7991,1512,0,2025-12-06
2025-12-20,CD-GO,P3,1982,392,0,2025-12-06
2025-12-20,CD-GO,P4,6953,808,0,2025-12-06
2025-12-20,CD-GO,P5,2160,215,0,2025-12-11
2025-12-20,CD-PE,P1,22469,3370,0,2025-12-04
2025-12-20,CD-PE,P2,16790,2042,0,2025-12-11
2025-12-20,CD-PE,P3,3088,529,0,2025-12-08
2025-12-20,CD-PE,P4,9262,1090,0,2025-12-08
2025-12-20,CD-PE,P5,3073,291,0,2025-12-11
2025-12-21,CD-SP,P1,23316,7373,0,2025-12-14
2025-12-21,CD-SP,P2,7113,4466,0,2025-12-14
2025-12-21,CD-SP,P3,3275,1157,0,2025-12-04
2025-12-21,CD-SP,P4,9,2390,0,2025-12-15
2025-12-21,CD-SP,P5,1172,636,0,2025-12-14
2025-12-21,CD-PR,P1,20748,3300,0,2025-12-16
2025-12-21,CD-PR,P2,12614,1999,0,2025-12-16
2025-12-21,CD-PR,P3,1748,518,0,2025-12-05
2025-12-21,CD-PR,P4,9106,1069,0,2025-12-05
2025-12-21,CD-PR,P5,2233,285,0,2025-12-18
2025-12-21,CD-GO,P1,18930,2495,0,2025-12-14
2025-12-21,CD-GO,P2,7991,1512,0,2025-12-06
2025-12-21,CD-GO,P3,1982,392,0,2025-12-06
2025-12-21,CD-GO,P4,6953,808,0,2025-12-06
2025-12-21,CD-GO,P5,2160,215,0,2025-12-11
2025-12-21,CD-PE,P1,22469,3370,0,2025-12-04
2025-12-21,CD-PE,P2,16790,2042,0,2025-12-11
2025-12-21,CD-PE,P3,3088,529,0,2025-12-08
2025-12-21,CD-PE,P4,9262,1090,0,2025-12-08
2025-12-21,CD-PE,P5,3073,291,0,2025-12-11
2025-12-22,CD-SP,P1,16071,7373,0,2025-12-14
2025-12-22,CD-SP,P2,2821,4466,0,2025-12-14
2025-12-22,CD-SP,P3,1961,1157,0,2025-12-04
2025-12-22,CD-SP,P4,3,2390,0,2025-12-15
2025-12-22,CD-SP,P5,475,636,0,2025-12-14
2025-12-22,CD-PR,P1,17189,3300,0,2025-12-16
2025-12-22,CD-PR,P2,10186,1999,0,2025-12-16
2025-12-22,CD-PR,P3,1325,518,0,2025-12-05
2025-12-22,CD-PR,P4,5167,1069,0,2025-12-05
2025-12-22,CD-PR,P5,1578,285,0,2025-12-18
2025-12-22,CD-GO,P1,16867,2495,0,2025-12-14
2025-12-22,CD-GO,P2,6931,1512,0,2025-12-06
2025-12-22,CD-GO,P3,1253,392,0,2025-12-06
2025-12-22,CD-GO,P4,5201,808,0,2025-12-06
2025-12-22,CD-GO,P5,1642,215,0,2025-12-11
2025-12-22,CD-PE,P1,19881,3370,0,2025-12-04
2025-12-22,CD-PE,P2,15392,2042,0,2025-12-11
2025-12-22,CD-PE,P3,2653,529,0,2025-12-08
2025-12-22,CD-PE,P4,5188,1090,0,2025-12-08
2025-12-22,CD-PE,P5,3049,291,0,2025-12-11
2025-12-23,CD-SP,P1,8585,7212,0,2025-12-14
2025-12-23,CD-SP,P2,9,4388,0,2025-12-14
2025-12-23,CD-SP,P3,698,1122,0,2025-12-04
2025-12-23,CD-SP,P4,3,2169,0,2025-12-15
2025-12-23,CD-SP,P5,153,636,0,2025-12-14
2025-12-23,CD-PR,P1,12942,3228,0,2025-12-16
2025-12-23,CD-PR,P2,8830,1964,0,2025-12-16
2025-12-23,CD-PR,P3,476,502,0,2025-12-05
2025-12-23,CD-PR,P4,2983,971,0,2025-12-05
2025-12-23,CD-PR,P5,1542,285,0,2025-12-18
2025-12-23,CD-GO,P1,15492,2441,0,2025-12-14
2025-12-23,CD-GO,P2,5687,1485,0,2025-12-06
2025-12-23,CD-GO,P3,1067,380,0,2025-12-06
2025-12-23,CD-GO,P4,2924,734,0,2025-12-06
2025-12-23,CD-GO,P5,1499,215,0,2025-12-11
2025-12-23,CD-PE,P1,16159,3298,0,2025-12-04
2025-12-23,CD-PE,P2,9476,2007,0,2025-12-11
2025-12-23,CD-PE,P3,1948,513,0,2025-12-08
2025-12-23,CD-PE,P4,2932,990,0,2025-12-08
2025-12-23,CD-PE,P5,2406,291,0,2025-12-11
2025-12-24,CD-SP,P1,2329,7058,0,2025-12-14
2025-12-24,CD-SP,P2,9,4313,0,2025-12-14
2025-12-24,CD-SP,P3,23,1088,0,2025-12-04
2025-12-24,CD-SP,P4,3,1960,0,2025-12-15
2025-12-24,CD-SP,P5,28,636,0,2025-12-14
2025-12-24,CD-PR,P1,9956,3160,0,2025-12-16
2025-12-24,CD-PR,P2,4846,1931,0,2025-12-16
2025-12-24,CD-PR,P3,5,487,0,2025-12-05
2025-12-24,CD-PR,P4,4,877,0,2025-12-05
2025-12-24,CD-PR,P5,1399,285,0,2025-12-18
2025-12-24,CD-GO,P1,13622,2390,0,2025-12-14
2025-12-24,CD-GO,P2,4141,1461,0,2025-12-06
2025-12-24,CD-GO,P3,575,368,0,2025-12-06
2025-12-24,CD-GO,P4,206,663,0,2025-12-06
2025-12-24,CD-GO,P5,1433,215,0,2025-12-11
2025-12-24,CD-PE,P1,13155,3230,0,2025-12-04
2025-12-24,CD-PE,P2,4834,1974,0,2025-12-11
2025-12-24,CD-PE,P3,1273,498,0,2025-12-08
2025-12-24,CD-PE,P4,211,895,0,2025-12-08
2025-12-24,CD-PE,P5,1382,291,0,2025-12-11
2025-12-25,CD-SP,P1,2323,6916,0,2025-12-14
2025-12-25,CD-SP,P2,9,4243,0,2025-12-14
2025-12-25,CD-SP,P3,5,1056,0,2025-12-04
2025-12-25,CD-SP,P4,3,1766,0,2025-12-15
2025-12-25,CD-SP,P5,28,636,0,2025-12-14
2025-12-25,CD-PR,P1,9781,3097,0,2025-12-16
2025-12-25,CD-PR,P2,4734,1900,0,2025-12-16
2025-12-25,CD-PR,P3,5,473,0,2025-12-05
2025-12-25,CD-PR,P4,4,790,0,2025-12-05
2025-12-25,CD-PR,P5,1399,285,0,2025-12-18
2025-12-25,CD-GO,P1,13622,2343,0,2025-12-14
2025-12-25,CD-GO,P2,4029,1437,0,2025-12-06
2025-12-25,CD-GO,P3,575,358,0,2025-12-06
2025-12-25,CD-GO,P4,131,598,0,2025-12-06
2025-12-25,CD-GO,P5,1433,216,0,2025-12-11
2025-12-25,CD-PE,P1,13155,3166,0,2025-12-04
2025-12-25,CD-PE,P2,4834,1943,0,2025-12-11
2025-12-25,CD-PE,P3,1273,483,0,2025-12-08
2025-12-25,CD-PE,P4,211,807,0,2025-12-08
2025-12-25,CD-PE,P5,1382,291,0,2025-12-11
2025-12-26,CD-SP,P1,48,7254,0,2025-12-14
2025-12-26,CD-SP,P2,9,4454,0,2025-12-14
2025-12-26,CD-SP,P3,5,1106,0,2025-12-04
2025-12-26,CD-SP,P4,3,1820,0,2025-12-15
2025-12-26,CD-SP,P5,28,670,0,2025-12-14
2025-12-26,CD-PR,P1,7935,3248,0,2025-12-16
2025-12-26,CD-PR,P2,2746,1994,0,2025-12-16
2025-12-26,CD-PR,P3,5,495,0,2025-12-05
2025-12-26,CD-PR,P4,4,815,0,2025-12-05
2025-12-26,CD-PR,P5,1208,300,0,2025-12-18
2025-12-26,CD-GO,P1,11144,2457,0,2025-12-14
2025-12-26,CD-GO,P2,2773,1509,0,2025-12-06
2025-12-26,CD-GO,P3,2,374,0,2025-12-06
2025-12-26,CD-GO,P4,38,616,0,2025-12-06
2025-12-26,CD-GO,P5,921,227,0,2025-12-11
2025-12-26,CD-PE,P1,10796,3321,0,2025-12-04
2025-12-26,CD-PE,P2,2768,2039,0,2025-12-11
2025-12-26,CD-PE,P3,13,506,0,2025-12-08
2025-12-26,CD-PE,P4,19,832,0,2025-12-08
2025-12-26,CD-PE,P5,745,307,0,2025-12-11
2025-12-27,CD-SP,P1,48,7158,0,2025-12-14
2025-12-27,CD-SP,P2,9,4407,0,2025-12-14
2025-12-27,CD-SP,P3,5,1084,0,2025-12-04
2025-12-27,CD-SP,P4,3,1689,0,2025-12-15
2025-12-27,CD-SP,P5,28,670,0,2025-12-14
2025-12-27,CD-PR,P1,7935,3205,0,2025-12-16
2025-12-27,CD-PR,P2,2626,1974,0,2025-12-16
2025-12-27,CD-PR,P3,5,486,0,2025-12-05
2025-12-27,CD-PR,P4,4,756,0,2025-12-05
2025-12-27,CD-PR,P5,1208,300,0,2025-12-18
2025-12-27,CD-GO,P1,10969,2425,0,2025-12-14
2025-12-27,CD-GO,P2,2323,1493,0,2025-12-06
2025-12-27,CD-GO,P3,2,367,0,2025-12-06
2025-12-27,CD-GO,P4,14,572,0,2025-12-06
2025-12-27,CD-GO,P5,921,227,0,2025-12-11
2025-12-27,CD-PE,P1,10796,3278,0,2025-12-04
2025-12-27,CD-PE,P2,2732,2019,0,2025-12-11
2025-12-27,CD-PE,P3,13,497,0,2025-12-08
2025-12-27,CD-PE,P4,19,772,0,2025-12-08
2025-12-27,CD-PE,P5,745,307,0,2025-12-11
2025-12-28,CD-SP,P1,48,7158,0,2025-12-14
2025-12-28,CD-SP,P2,9,4407,0,2025-12-14
2025-12-28,CD-SP,P3,5,1084,0,2025-12-04
2025-12-28,CD-SP,P4,3,1689,0,2025-12-15
2025-12-28,CD-SP,P5,28,670,0,2025-12-14
