receipt_id,plant_id,dc_id,sku,qty,order_date,eta_date,confirmed
RCP-000349,PL-01,CD-PE,P3,6600,2026-04-06,2026-04-13,1
RCP-000350,PL-01,CD-GO,P2,11700,2026-04-06,2026-04-11,1
RCP-000351,PL-01,CD-GO,P1,18200,2026-04-06,2026-04-11,1
RCP-000352,PL-02,CD-PE,P2,22050,2026-04-06,2026-04-09,1
RCP-000353,PL-02,CD-PE,P5,3500,2026-04-06,2026-04-09,1
RCP-000354,PL-02,CD-PE,P1,32900,2026-04-06,2026-04-09,1
RCP-000355,PL-02,CD-GO,P5,1500,2026-04-06,2026-04-12,1
RCP-000356,PL-01,CD-SP,P4,10800,2026-04-13,2026-04-16,1
RCP-000357,PL-01,CD-SP,P3,5100,2026-04-13,2026-04-16,1
RCP-000358,PL-01,CD-GO,P1,12600,2026-04-13,2026-04-18,1
RCP-000359,PL-01,CD-GO,P2,7650,2026-04-13,2026-04-18,1
RCP-000360,PL-02,CD-PE,P5,3000,2026-04-13,2026-04-16,1
RCP-000361,PL-01,CD-SP,P2,8100,2026-04-13,2026-04-16,1
RCP-000362,PL-01,CD-SP,P1,9800,2026-04-13,2026-04-16,1
RCP-000363,PL-02,CD-GO,P5,1000,2026-04-13,2026-04-19,1
RCP-000364,PL-02,CD-PE,P1,23800,2026-04-13,2026-04-16,1
RCP-000365,PL-01,CD-PR,P2,7200,2026-04-13,2026-04-17,1
RCP-000366,PL-01,CD-PR,P1,11200,2026-04-13,2026-04-17,1
RCP-000367,PL-01,CD-GO,P3,900,2026-04-13,2026-04-18,1
RCP-000368,PL-02,CD-PE,P2,12150,2026-04-13,2026-04-16,1
RCP-000369,PL-02,CD-PR,P5,500,2026-04-13,2026-04-21,1
RCP-000370,PL-01,CD-GO,P4,1200,2026-04-13,2026-04-18,1
RCP-000371,PL-01,CD-PR,P4,1200,2026-04-13,2026-04-17,1
RCP-000372,PL-01,CD-PE,P3,2400,2026-04-13,2026-04-20,1
RCP-000373,PL-01,CD-PE,P4,1200,2026-04-13,2026-04-20,1
RCP-000374,PL-02,CD-SP,P5,4000,2026-04-20,2026-04-26,1
RCP-000375,PL-01,CD-SP,P2,8100,2026-04-20,2026-04-23,1
RCP-000376,PL-02,CD-SP,P2,14850,2026-04-20,2026-04-26,1
RCP-000377,PL-02,CD-SP,P1,26600,2026-04-20,2026-04-26,1
RCP-000378,PL-01,CD-SP,P4,300,2026-04-20,2026-04-23,1
RCP-000379,PL-02,CD-GO,P5,1500,2026-04-20,2026-04-26,1
RCP-000380,PL-02,CD-PR,P1,3500,2026-04-20,2026-04-28,1
RCP-000381,PL-02,CD-PR,P5,500,2026-04-20,2026-04-28,1
RCP-000382,PL-01,CD-SP,P4,18600,2026-05-04,2026-05-07,1
RCP-000383,PL-01,CD-SP,P3,12300,2026-05-04,2026-05-07,1
RCP-000384,PL-02,CD-SP,P5,6500,2026-05-04,2026-05-10,1
RCP-000385,PL-01,CD-PR,P3,6300,2026-05-04,2026-05-11,1
RCP-000386,PL-01,CD-GO,P2,17100,2026-05-04,2026-05-11,1
RCP-000387,PL-01,CD-PR,P4,8400,2026-05-04,2026-05-08,1
RCP-000388,PL-01,CD-GO,P3,4200,2026-05-04,2026-05-12,1
RCP-000389,PL-01,CD-SP,P2,29700,2026-05-04,2026-05-07,1
RCP-000390,PL-01,CD-SP,P1,46200,2026-05-04,2026-05-10,1
RCP-000391,PL-01,CD-PR,P1,30800,2026-05-04,2026-05-08,1
RCP-000392,PL-02,CD-PR,P5,3000,2026-05-04,2026-05-12,1
RCP-000393,PL-01,CD-GO,P1,22400,2026-05-04,2026-05-11,1
RCP-000394,PL-01,CD-PR,P2,17550,2026-05-04,2026-05-08,1
RCP-000395,PL-02,CD-PE,P5,4000,2026-05-04,2026-05-07,1
RCP-000396,PL-01,CD-GO,P4,4800,2026-05-04,2026-05-09,1
RCP-000397,PL-02,CD-PE,P2,23850,2026-05-04,2026-05-07,1
RCP-000398,PL-01,CD-PE,P3,6300,2026-05-04,2026-05-11,1
RCP-000399,PL-01,CD-PE,P4,8700,2026-05-04,2026-05-11,1
RCP-000400,PL-02,CD-PE,P1,34300,2026-05-04,2026-05-07,1
RCP-000401,PL-02,CD-GO,P5,500,2026-05-04,2026-05-10,1
RCP-000402,PL-02,CD-PE,P5,2500,2026-05-11,2026-05-14,1
RCP-000403,PL-02,CD-GO,P5,1500,2026-05-11,2026-05-17,1
RCP-000404,PL-01,CD-SP,P2,13950,2026-05-11,2026-05-14,1
RCP-000405,PL-01,CD-SP,P1,22400,2026-05-11,2026-05-14,1
RCP-000406,PL-01,CD-SP,P3,2700,2026-05-11,2026-05-20,1
RCP-000407,PL-02,CD-SP,P5,1000,2026-05-11,2026-05-17,1
RCP-000408,PL-01,CD-GO,P4,2700,2026-05-11,2026-05-16,1
RCP-000409,PL-02,CD-PR,P5,1500,2026-05-11,2026-05-19,1
RCP-000410,PL-01,CD-PR,P4,2700,2026-05-11,2026-05-15,1
RCP-000411,PL-01,CD-GO,P3,1200,2026-05-11,2026-05-16,1
RCP-000412,PL-01,CD-PE,P4,5100,2026-05-11,2026-05-18,1
RCP-000413,PL-01,CD-PR,P1,8400,2026-05-11,2026-05-15,1
RCP-000414,PL-01,CD-PR,P2,4950,2026-05-11,2026-05-15,1
RCP-000415,PL-01,CD-GO,P2,3150,2026-05-11,2026-05-16,1
RCP-000416,PL-01,CD-PE,P3,3000,2026-05-11,2026-05-18,1
RCP-000417,PL-01,CD-GO,P1,4900,2026-05-11,2026-05-16,1
RCP-000418,PL-01,CD-PR,P3,900,2026-05-11,2026-05-15,1
RCP-000419,PL-02,CD-PE,P1,9800,2026-05-11,2026-05-14,1
RCP-000420,PL-02,CD-PE,P2,5850,2026-05-11,2026-05-14,1
RCP-000421,PL-01,CD-SP,P3,5400,2026-05-18,2026-05-21,1
RCP-000422,PL-01,CD-SP,P4,7500,2026-05-18,2026-05-21,1
RCP-000423,PL-02,CD-SP,P5,3000,2026-05-18,2026-05-30,1
RCP-000424,PL-01,CD-SP,P2,14850,2026-05-18,2026-05-21,1
RCP-000425,PL-01,CD-SP,P1,10500,2026-05-18,2026-05-21,1
RCP-000426,PL-02,CD-SP,P1,10500,2026-05-18,2026-05-24,1
RCP-000427,PL-02,CD-GO,P5,1500,2026-05-18,2026-05-24,1
RCP-000428,PL-02,CD-PE,P5,2500,2026-05-18,2026-05-21,1
RCP-000429,PL-02,CD-PR,P5,1500,2026-05-18,2026-05-26,1
RCP-000430,PL-02,CD-PR,P2,5850,2026-05-18,2026-05-26,1
RCP-000431,PL-02,CD-PR,P1,11200,2026-05-18,2026-05-26,1
RCP-000432,PL-02,CD-GO,P2,5400,2026-05-18,2026-05-24,1
RCP-000433,PL-01,CD-PR,P4,300,2026-05-18,2026-05-22,1
RCP-000434,PL-02,CD-GO,P1,7000,2026-05-18,2026-05-24,1
RCP-000435,PL-02,CD-PE,P2,7650,2026-05-18,2026-05-21,1
RCP-000436,PL-02,CD-PE,P1,9100,2026-05-18,2026-05-21,1
RCP-000437,PL-01,CD-SP,P2,31950,2026-06-01,2026-06-04,1
RCP-000438,PL-01,CD-SP,P1,50400,2026-06-01,2026-06-04,1
RCP-000439,PL-01,CD-SP,P3,8100,2026-06-01,2026-06-04,1
RCP-000440,PL-01,CD-SP,P4,12000,2026-06-01,2026-06-04,1
RCP-000441,PL-01,CD-PR,P3,5100,2026-06-01,2026-06-05,1
RCP-000442,PL-01,CD-PR,P4,7800,2026-06-01,2026-06-05,1
RCP-000443,PL-01,CD-GO,P4,5700,2026-06-01,2026-06-06,1
RCP-000444,PL-02,CD-SP,P5,4500,2026-06-01,2026-06-07,1
RCP-000445,PL-01,CD-GO,P3,3300,2026-06-01,2026-06-06,1
RCP-000446,PL-01,CD-PR,P2,16200,2026-06-01,2026-06-05,1
RCP-000447,PL-01,CD-PE,P3,6300,2026-06-01,2026-06-08,1
RCP-000448,PL-01,CD-PR,P1,24500,2026-06-01,2026-06-05,1
RCP-000449,PL-01,CD-PE,P4,8700,2026-06-01,2026-06-08,1
RCP-000450,PL-01,CD-GO,P1,15400,2026-06-01,2026-06-06,1
RCP-000451,PL-02,CD-PR,P5,2000,2026-06-01,2026-06-09,1
RCP-000452,PL-01,CD-GO,P2,8550,2026-06-01,2026-06-06,1
RCP-000453,PL-02,CD-PE,P1,26600,2026-06-01,2026-06-04,1
RCP-000454,PL-02,CD-PE,P5,2500,2026-06-01,2026-06-07,1
RCP-000455,PL-02,CD-GO,P5,1000,2026-06-01,2026-06-09,1
RCP-000456,PL-02,CD-PE,P2,14850,2026-06-01,2026-06-04,1
RCP-000457,PL-01,CD-SP,P4,6600,2026-06-08,2026-06-11,1
RCP-000458,PL-01,CD-SP,P3,3900,2026-06-08,2026-06-15,1
RCP-000459,PL-02,CD-SP,P5,2500,2026-06-08,2026-06-14,1
RCP-000460,PL-01,CD-SP,P1,22400,2026-06-08,2026-06-11,1
RCP-000461,PL-01,CD-SP,P2,13500,2026-06-08,2026-06-11,1
RCP-000462,PL-01,CD-GO,P3,1800,2026-06-08,2026-06-13,1
RCP-000463,PL-01,CD-PR,P3,2100,2026-06-08,2026-06-12,1
RCP-000464,PL-01,CD-PR,P1,11900,2026-06-08,2026-06-12,1
RCP-000465,PL-02,CD-GO,P5,1000,2026-06-08,2026-06-14,1
RCP-000466,PL-01,CD-PR,P4,3000,2026-06-08,2026-06-12,1
RCP-000467,PL-01,CD-GO,P4,2100,2026-06-08,2026-06-13,1
RCP-000468,PL-02,CD-PR,P5,1000,2026-06-08,2026-06-16,1
RCP-000469,PL-01,CD-GO,P2,4950,2026-06-08,2026-06-13,1
RCP-000470,PL-01,CD-PR,P2,6750,2026-06-08,2026-06-12,1
RCP-000471,PL-01,CD-GO,P1,7700,2026-06-08,2026-06-13,1
RCP-000472,PL-02,CD-PE,P5,1500,2026-06-08,2026-06-11,1
RCP-000473,PL-02,CD-PE,P2,7200,2026-06-08,2026-06-11,1
RCP-000474,PL-02,CD-PE,P1,11200,2026-06-08,2026-06-11,1
RCP-000475,PL-01,CD-PE,P3,1200,2026-06-08,2026-06-21,1
RCP-000476,PL-01,CD-PE,P4,1500,2026-06-08,2026-06-15,1
RCP-000477,PL-01,CD-SP,P4,8700,2026-06-15,2026-06-18,1
RCP-000478,PL-01,CD-SP,P2,14400,2026-06-15,2026-06-18,1
RCP-000479,PL-01,CD-SP,P3,3600,2026-06-15,2026-06-18,1
RCP-000480,PL-01,CD-SP,P1,20300,2026-06-15,2026-06-18,1
RCP-000481,PL-02,CD-SP,P5,1500,2026-06-15,2026-06-21,1
RCP-000482,PL-02,CD-PR,P5,1500,2026-06-15,2026-06-23,1
RCP-000483,PL-01,CD-PR,P3,2100,2026-06-15,2026-06-19,1
RCP-000484,PL-01,CD-PR,P1,4900,2026-06-15,2026-06-19,1
RCP-000485,PL-02,CD-PR,P1,6300,2026-06-15,2026-06-23,1
RCP-000486,PL-01,CD-PR,P2,450,2026-06-15,2026-06-19,1
RCP-000487,PL-02,CD-PR,P2,6750,2026-06-15,2026-06-23,1
RCP-000488,PL-02,CD-GO,P2,5400,2026-06-15,2026-06-21,1
RCP-000489,PL-02,CD-GO,P5,1000,2026-06-15,2026-06-27,1
RCP-000490,PL-02,CD-GO,P1,7000,2026-06-15,2026-06-21,1
RCP-000491,PL-02,CD-PE,P1,13300,2026-06-15,2026-06-18,1
RCP-000492,PL-02,CD-PE,P2,7650,2026-06-15,2026-06-18,1
RCP-000493,PL-02,CD-PE,P5,1000,2026-06-15,2026-06-21,1
RCP-000494,PL-02,CD-SP,P2,18450,2026-06-22,2026-06-28,1
RCP-000495,PL-02,CD-SP,P1,16100,2026-06-22,2026-06-28,1
RCP-000496,PL-01,CD-SP,P4,17700,2026-07-06,2026-07-09,1
RCP-000497,PL-01,CD-SP,P3,11700,2026-07-06,2026-07-09,1
RCP-000498,PL-01,CD-PE,P4,15000,2026-07-06,2026-07-13,1
RCP-000499,PL-01,CD-PR,P4,11400,2026-07-06,2026-07-10,1
RCP-000500,PL-01,CD-GO,P4,8700,2026-07-06,2026-07-11,1
RCP-000501,PL-02,CD-SP,P5,7500,2026-07-06,2026-07-12,1
RCP-000502,PL-01,CD-SP,P1,67900,2026-07-06,2026-07-09,1
RCP-000503,PL-01,CD-GO,P3,5100,2026-07-06,2026-07-11,1
RCP-000504,PL-01,CD-PR,P1,36400,2026-07-06,2026-07-10,1
RCP-000505,PL-01,CD-SP,P2,30600,2026-07-06,2026-07-09,1
RCP-000506,PL-01,CD-PE,P3,8100,2026-07-06,2026-07-13,1
RCP-000507,PL-02,CD-PR,P5,3500,2026-07-06,2026-07-14,1
RCP-000508,PL-01,CD-PR,P2,19800,2026-07-06,2026-07-10,1
RCP-000509,PL-01,CD-PR,P3,5100,2026-07-06,2026-07-10,1
RCP-000510,PL-01,CD-GO,P1,22400,2026-07-06,2026-07-11,1
RCP-000511,PL-01,CD-GO,P2,13050,2026-07-06,2026-07-11,1
RCP-000512,PL-02,CD-GO,P5,2000,2026-07-06,2026-07-12,1
RCP-000513,PL-02,CD-PE,P1,32200,2026-07-06,2026-07-09,1
RCP-000514,PL-02,CD-PE,P2,22950,2026-07-06,2026-07-09,1
RCP-000515,PL-02,CD-PE,P5,3500,2026-07-06,2026-07-09,1
RCP-000516,PL-01,CD-SP,P4,13200,2026-07-13,2026-07-16,1
RCP-000517,PL-01,CD-SP,P3,4200,2026-07-13,2026-07-16,1
RCP-000518,PL-01,CD-SP,P2,14850,2026-07-13,2026-07-16,1
RCP-000519,PL-02,CD-GO,P5,1500,2026-07-13,2026-07-19,1
RCP-000520,PL-01,CD-SP,P1,10500,2026-07-13,2026-07-16,1
RCP-000521,PL-02,CD-PE,P1,28700,2026-07-13,2026-07-16,1
RCP-000522,PL-02,CD-PE,P5,3000,2026-07-13,2026-07-16,1
RCP-000523,PL-01,CD-PR,P3,2400,2026-07-13,2026-07-17,1
RCP-000524,PL-01,CD-GO,P1,11200,2026-07-13,2026-07-18,1
RCP-000525,PL-01,CD-PR,P2,9000,2026-07-13,2026-07-17,1
RCP-000526,PL-01,CD-PR,P1,9100,2026-07-13,2026-07-17,1
RCP-000527,PL-02,CD-PR,P1,700,2026-07-13,2026-07-21,1
RCP-000528,PL-01,CD-GO,P2,450,2026-07-13,2026-07-18,1
RCP-000529,PL-02,CD-GO,P2,4050,2026-07-13,2026-07-23,1
RCP-000530,PL-02,CD-PR,P5,1000,2026-07-13,2026-07-21,1
RCP-000531,PL-02,CD-PE,P2,6750,2026-07-13,2026-07-16,1
RCP-000532,PL-02,CD-SP,P5,4500,2026-07-20,2026-07-26,1
RCP-000533,PL-02,CD-SP,P1,25200,2026-07-20,2026-07-29,1
RCP-000534,PL-02,CD-SP,P2,9000,2026-07-20,2026-07-26,1
RCP-000535,PL-01,CD-SP,P4,18600,2026-08-03,2026-08-06,1
RCP-000536,PL-01,CD-SP,P3,12300,2026-08-03,2026-08-06,1
RCP-000537,PL-02,CD-GO,P5,3000,2026-08-03,2026-08-09,1
RCP-000538,PL-01,CD-PR,P4,9300,2026-08-03,2026-08-07,1
RCP-000539,PL-02,CD-PR,P5,4000,2026-08-03,2026-08-11,1
RCP-000540,PL-01,CD-PE,P3,8400,2026-08-03,2026-08-10,1
RCP-000541,PL-01,CD-PR,P3,5700,2026-08-03,2026-08-07,1
RCP-000542,PL-01,CD-PR,P2,21600,2026-08-03,2026-08-11,1
RCP-000543,PL-01,CD-GO,P3,4500,2026-08-03,2026-08-08,1
RCP-000544,PL-01,CD-SP,P2,31500,2026-08-03,2026-08-06,1
RCP-000545,PL-01,CD-SP,P1,50400,2026-08-03,2026-08-06,1
RCP-000546,PL-01,CD-PR,P1,34300,2026-08-03,2026-08-07,1
RCP-000547,PL-01,CD-PE,P4,11400,2026-08-03,2026-08-10,1
RCP-000548,PL-01,CD-GO,P2,14400,2026-08-03,2026-08-10,1
RCP-000549,PL-02,CD-SP,P5,4500,2026-08-03,2026-08-09,1
RCP-000550,PL-01,CD-GO,P1,22400,2026-08-03,2026-08-08,1
RCP-000551,PL-01,CD-GO,P4,5400,2026-08-03,2026-08-08,1
RCP-000552,PL-02,CD-PE,P2,15750,2026-08-03,2026-08-06,1
RCP-000553,PL-02,CD-PE,P5,3500,2026-08-03,2026-08-06,1
RCP-000554,PL-02,CD-PE,P1,34300,2026-08-03,2026-08-06,1
RCP-000555,PL-02,CD-SP,P5,3000,2026-08-10,2026-08-16,1
RCP-000556,PL-01,CD-SP,P1,25900,2026-08-10,2026-08-13,1
RCP-000557,PL-01,CD-SP,P3,3900,2026-08-10,2026-08-13,1
RCP-000558,PL-01,CD-SP,P2,13950,2026-08-10,2026-08-13,1
RCP-000559,PL-01,CD-GO,P4,3900,2026-08-10,2026-08-15,1
RCP-000560,PL-01,CD-SP,P4,4500,2026-08-10,2026-08-13,1
RCP-000561,PL-01,CD-PR,P3,2100,2026-08-10,2026-08-14,1
RCP-000562,PL-02,CD-PE,P5,2500,2026-08-10,2026-08-13,1
RCP-000563,PL-01,CD-PR,P4,3300,2026-08-10,2026-08-14,1
RCP-000564,PL-01,CD-PR,P2,6750,2026-08-10,2026-08-14,1
RCP-000565,PL-01,CD-GO,P1,7700,2026-08-10,2026-08-15,1
RCP-000566,PL-01,CD-GO,P3,1200,2026-08-10,2026-08-15,1
RCP-000567,PL-01,CD-GO,P2,4050,2026-08-10,2026-08-15,1
RCP-000568,PL-01,CD-PR,P1,9100,2026-08-10,2026-08-14,1
RCP-000569,PL-02,CD-PE,P2,13050,2026-08-10,2026-08-13,1
RCP-000570,PL-02,CD-PR,P5,500,2026-08-10,2026-08-18,1
RCP-000571,PL-02,CD-GO,P5,500,2026-08-10,2026-08-16,1
RCP-000572,PL-01,CD-PE,P4,4800,2026-08-10,2026-08-17,1
RCP-000573,PL-02,CD-PE,P1,12600,2026-08-10,2026-08-13,1
RCP-000574,PL-01,CD-PE,P3,1800,2026-08-10,2026-08-19,1
RCP-000575,PL-01,CD-SP,P4,3900,2026-08-17,2026-08-20,1
RCP-000576,PL-02,CD-SP,P2,13950,2026-08-17,2026-08-28,1
RCP-000577,PL-02,CD-SP,P1,22400,2026-08-17,2026-08-23,1
RCP-000578,PL-02,CD-SP,P5,1500,2026-08-17,2026-08-23,1
RCP-000579,PL-02,CD-PR,P1,9800,2026-08-17,2026-08-25,1
RCP-000580,PL-02,CD-GO,P2,4050,2026-08-17,2026-08-23,1
RCP-000581,PL-02,CD-GO,P1,3500,2026-08-17,2026-08-23,1
RCP-000582,PL-02,CD-PR,P2,450,2026-08-17,2026-08-25,1
RCP-001583,PL-01,CD-SP,P1,51100,2026-08-31,2026-09-03,1
RCP-001584,PL-01,CD-SP,P2,31050,2026-08-31,2026-09-03,1
RCP-001585,PL-01,CD-SP,P3,11100,2026-08-31,2026-09-03,1
RCP-001586,PL-01,CD-SP,P4,18000,2026-08-31,2026-09-03,1
RCP-001587,PL-02,CD-SP,P5,6000,2026-08-31,2026-09-06,1
RCP-001588,PL-01,CD-PR,P1,21700,2026-08-31,2026-09-04,1
RCP-001589,PL-01,CD-PR,P2,17550,2026-08-31,2026-09-04,1
RCP-001590,PL-01,CD-PR,P3,4800,2026-08-31,2026-09-04,1
RCP-001591,PL-01,CD-PR,P4,13800,2026-08-31,2026-09-04,1
RCP-001592,PL-02,CD-PR,P5,3000,2026-08-31,2026-09-08,1
RCP-001593,PL-01,CD-GO,P1,16800,2026-08-31,2026-09-05,1
RCP-001594,PL-01,CD-GO,P2,9450,2026-08-31,2026-09-05,1
RCP-001595,PL-01,CD-GO,P3,3000,2026-08-31,2026-09-05,1
RCP-001596,PL-01,CD-GO,P4,7200,2026-08-31,2026-09-05,1
RCP-001597,PL-02,CD-GO,P5,1500,2026-08-31,2026-09-06,1
RCP-001598,PL-02,CD-PE,P1,30100,2026-08-31,2026-09-03,1
RCP-001599,PL-02,CD-PE,P2,21150,2026-08-31,2026-09-03,1
RCP-001600,PL-01,CD-PE,P3,5400,2026-08-31,2026-09-07,1
RCP-001601,PL-01,CD-PE,P4,12300,2026-08-31,2026-09-07,1
RCP-001602,PL-02,CD-PE,P5,3000,2026-08-31,2026-09-03,1
RCP-001603,PL-01,CD-SP,P1,16800,2026-09-07,2026-09-10,1
RCP-001604,PL-01,CD-SP,P2,10800,2026-09-07,2026-09-10,1
RCP-001605,PL-01,CD-SP,P4,7500,2026-09-07,2026-09-10,1
RCP-001606,PL-02,CD-SP,P5,1500,2026-09-07,2026-09-13,1
RCP-001607,PL-01,CD-PR,P1,7700,2026-09-07,2026-09-11,1
RCP-001608,PL-01,CD-PR,P2,4950,2026-09-07,2026-09-11,1
RCP-001609,PL-01,CD-PR,P3,1500,2026-09-07,2026-09-11,1
RCP-001610,PL-01,CD-PR,P4,1800,2026-09-07,2026-09-11,1
RCP-001611,PL-02,CD-PR,P5,1000,2026-09-07,2026-09-15,1
RCP-001612,PL-01,CD-GO,P1,6300,2026-09-07,2026-09-12,1
RCP-001613,PL-01,CD-GO,P2,3600,2026-09-07,2026-09-12,1
RCP-001614,PL-01,CD-GO,P3,1200,2026-09-07,2026-09-12,1
RCP-001615,PL-01,CD-GO,P4,2700,2026-09-07,2026-09-12,1
RCP-001616,PL-02,CD-GO,P5,1000,2026-09-07,2026-09-13,1
RCP-001617,PL-02,CD-PE,P1,8400,2026-09-07,2026-09-10,1
RCP-001618,PL-02,CD-PE,P2,5400,2026-09-07,2026-09-10,1
RCP-001619,PL-01,CD-PE,P3,1500,2026-09-07,2026-09-14,1
RCP-001620,PL-01,CD-PE,P4,4200,2026-09-07,2026-09-14,1
RCP-001621,PL-02,CD-PE,P5,500,2026-09-07,2026-09-10,1
RCP-001622,PL-01,CD-SP,P1,7000,2026-09-14,2026-09-17,1
RCP-001623,PL-01,CD-SP,P2,4950,2026-09-14,2026-09-17,1
RCP-001624,PL-01,CD-SP,P3,1200,2026-09-14,2026-09-17,1
RCP-001625,PL-01,CD-SP,P4,5700,2026-09-14,2026-09-17,1
RCP-001626,PL-01,CD-PR,P1,9800,2026-09-14,2026-09-18,1
RCP-001627,PL-01,CD-PR,P2,5850,2026-09-14,2026-09-18,1
RCP-001628,PL-01,CD-PR,P3,1200,2026-09-14,2026-09-18,1
RCP-001629,PL-01,CD-PR,P4,3300,2026-09-14,2026-09-18,1
RCP-001630,PL-02,CD-PR,P5,500,2026-09-14,2026-09-22,1
RCP-001631,PL-01,CD-GO,P1,7700,2026-09-14,2026-09-19,1
RCP-001632,PL-01,CD-GO,P2,4950,2026-09-14,2026-09-19,1
RCP-001633,PL-01,CD-GO,P3,1200,2026-09-14,2026-09-19,1
RCP-001634,PL-01,CD-GO,P4,4800,2026-09-14,2026-09-19,1
RCP-001635,PL-02,CD-GO,P5,500,2026-09-14,2026-09-20,1
RCP-001636,PL-02,CD-PE,P1,11900,2026-09-14,2026-09-17,1
RCP-001637,PL-02,CD-PE,P2,7200,2026-09-14,2026-09-17,1
RCP-001638,PL-01,CD-PE,P3,1800,2026-09-14,2026-09-21,1
RCP-001639,PL-01,CD-PE,P4,7500,2026-09-14,2026-09-21,1
RCP-001640,PL-02,CD-PE,P5,1500,2026-09-14,2026-09-17,1
RCP-001641,PL-01,CD-PR,P1,3500,2026-09-21,2026-09-25,0
RCP-001642,PL-01,CD-GO,P2,2700,2026-09-21,2026-09-26,0
RCP-001643,PL-02,CD-GO,P5,500,2026-09-21,2026-09-27,0
RCP-001644,PL-02,CD-PE,P1,5600,2026-09-21,2026-09-24,0
RCP-001645,PL-01,CD-PE,P3,900,2026-09-21,2026-09-28,0
RCP-001646,PL-01,CD-PE,P4,2700,2026-09-21,2026-09-28,0
RCP-001647,PL-02,CD-PE,P5,500,2026-09-21,2026-09-24,0
RCP-001648,PL-01,CD-SP,P4,4800,2026-09-28,2026-10-01,0
RCP-001649,PL-01,CD-PR,P4,3000,2026-09-28,2026-10-02,0
RCP-001650,PL-01,CD-GO,P4,2400,2026-09-28,2026-10-03,0
RCP-001651,PL-01,CD-PE,P4,3000,2026-09-28,2026-10-05,0
RCP-001652,PL-02,CD-PE,P5,500,2026-09-28,2026-10-01,0
