week_start,sku,region,forecast_qty,consumed_qty
2026-03-30,P4,N,450,324
2026-03-30,P5,SE,2229,1513
2026-03-30,P5,S,1004,1007
2026-03-30,P5,CO,508,530
2026-03-30,P5,NE,1043,1334
2026-03-30,P5,N,256,18
2026-04-06,P1,SE,24885,25897
2026-04-06,P1,S,11216,11208
2026-04-06,P1,CO,5687,6304
2026-04-06,P1,NE,11694,12837
2026-04-06,P1,N,2863,1206
2026-04-06,P2,SE,15553,16748
2026-04-06,P2,S,7010,6076
2026-04-06,P2,CO,3554,4252
2026-04-06,P2,NE,7309,6710
2026-04-06,P2,N,1790,930
2026-04-06,P3,SE,4147,4221
2026-04-06,P3,S,1869,1368
2026-04-06,P3,CO,948,927
2026-04-06,P3,NE,1949,1755
2026-04-06,P3,N,477,498
2026-04-06,P4,SE,6221,6033
2026-04-06,P4,S,2804,2892
2026-04-06,P4,CO,1422,1695
2026-04-06,P4,NE,2924,3216
2026-04-06,P4,N,716,585
2026-04-06,P5,SE,2592,2210
2026-04-06,P5,S,1168,1346
2026-04-06,P5,CO,592,310
2026-04-06,P5,NE,1218,852
2026-04-06,P5,N,298,143
2026-04-13,P1,SE,24885,26579
2026-04-13,P1,S,11216,11896
2026-04-13,P1,CO,5687,4886
2026-04-13,P1,NE,11694,11220
2026-04-13,P1,N,2863,2286
2026-04-13,P2,SE,15553,19064
2026-04-13,P2,S,7010,7326
2026-04-13,P2,CO,3554,3204
2026-04-13,P2,NE,7309,7462
2026-04-13,P2,N,1790,924
2026-04-13,P3,SE,4147,3621
2026-04-13,P3,S,1869,2160
2026-04-13,P3,CO,948,1227
2026-04-13,P3,NE,1949,2055
2026-04-13,P3,N,477,117
2026-04-13,P4,SE,6221,6642
2026-04-13,P4,S,2804,2823
2026-04-13,P4,CO,1422,1227
2026-04-13,P4,NE,2924,2499
2026-04-13,P4,N,716,123
2026-04-13,P5,SE,2592,3741
2026-04-13,P5,S,1168,852
2026-04-13,P5,CO,592,1173
2026-04-13,P5,NE,1218,840
2026-04-13,P5,N,298,36
2026-04-20,P1,SE,19311,18435
2026-04-20,P1,S,8703,7492
2026-04-20,P1,CO,4413,4645
2026-04-20,P1,NE,9075,9996
2026-04-20,P1,N,2222,1176
2026-04-20,P2,SE,12069,12342
2026-04-20,P2,S,5440,5632
2026-04-20,P2,CO,2758,4122
2026-04-20,P2,NE,5672,5632
2026-04-20,P2,N,1389,776
2026-04-20,P3,SE,3218,3822
2026-04-20,P3,S,1451,1650
2026-04-20,P3,CO,735,522
2026-04-20,P3,NE,1512,1443
2026-04-20,P3,N,370,111
2026-04-20,P4,SE,4828,5634
2026-04-20,P4,S,2176,2025
2026-04-20,P4,CO,1103,1203
2026-04-20,P4,NE,2269,2019
2026-04-20,P4,N,555,492
2026-04-20,P5,SE,2012,2335
2026-04-20,P5,S,907,2019
2026-04-20,P5,CO,460,36
2026-04-20,P5,NE,945,1519
2026-04-20,P5,N,231,143
2026-04-27,P1,SE,21401,21234
2026-04-27,P1,S,9645,10919
2026-04-27,P1,CO,4891,4446
2026-04-27,P1,NE,10057,7685
2026-04-27,P1,N,2462,1200
2026-04-27,P2,SE,13376,12946
2026-04-27,P2,S,6028,6076
2026-04-27,P2,CO,3057,5010
2026-04-27,P2,NE,6286,7302
2026-04-27,P2,N,1539,900
2026-04-27,P3,SE,3567,3915
2026-04-27,P3,S,1608,1743
2026-04-27,P3,CO,815,915
2026-04-27,P3,NE,1676,1638
2026-04-27,P3,N,410,411
2026-04-27,P4,SE,5350,5247
2026-04-27,P4,S,2411,2412
2026-04-27,P4,CO,1223,897
2026-04-27,P4,NE,2514,2430
2026-04-27,P4,N,616,117
2026-04-27,P5,SE,2229,3711
2026-04-27,P5,S,1005,197
2026-04-27,P5,CO,509,173
2026-04-27,P5,NE,1048,1346
2026-04-27,P5,N,256,24
2026-05-04,P1,SE,24885,25686
2026-05-04,P1,S,11238,10279
2026-05-04,P1,CO,5709,5586
2026-05-04,P1,NE,11788,12614
2026-05-04,P1,N,2878,1381
2026-05-04,P2,SE,15553,15386
2026-05-04,P2,S,7024,6118
2026-05-04,P2,CO,3568,4418
2026-05-04,P2,NE,7367,7450
2026-05-04,P2,N,1798,936
2026-05-04,P3,SE,4147,4731
2026-05-04,P3,S,1873,2166
2026-05-04,P3,CO,952,846
2026-05-04,P3,NE,1965,1785
2026-05-04,P3,N,480,123
2026-05-04,P4,SE,6221,6045
2026-05-04,P4,S,2810,2823
2026-05-04,P4,CO,1427,1521
2026-05-04,P4,NE,2947,3210
2026-05-04,P4,N,719,492
2026-05-04,P5,SE,2592,3395
2026-05-04,P5,S,1171,2025
2026-05-04,P5,CO,595,667
2026-05-04,P5,NE,1228,2025
2026-05-04,P5,N,300,149
2026-05-11,P1,SE,24885,21234
2026-05-11,P1,S,11238,11697
2026-05-11,P1,CO,5709,5393
2026-05-11,P1,NE,11788,11009
2026-05-11,P1,N,2878,1375
2026-05-11,P2,SE,15553,14782
2026-05-11,P2,S,7024,7610
2026-05-11,P2,CO,3568,3660
2026-05-11,P2,NE,7367,7474
2026-05-11,P2,N,1798,1522
2026-05-11,P3,SE,4147,4842
2026-05-11,P3,S,1873,1743
2026-05-11,P3,CO,952,909
2026-05-11,P3,NE,1965,2547
2026-05-11,P3,N,480,498
2026-05-11,P4,SE,6221,6432
2026-05-11,P4,S,2810,2823
2026-05-11,P4,CO,1427,1296
2026-05-11,P4,NE,2947,2928
2026-05-11,P4,N,719,423
2026-05-11,P5,SE,2592,3038
2026-05-11,P5,S,1171,1501
2026-05-11,P5,CO,595,673
2026-05-11,P5,NE,1228,1513
2026-05-11,P5,N,300,524
2026-05-18,P1,SE,24885,23816
2026-05-18,P1,S,11238,11190
2026-05-18,P1,CO,5709,5598
2026-05-18,P1,NE,11788,11389
2026-05-18,P1,N,2878,2105
2026-05-18,P2,SE,15553,15380
2026-05-18,P2,S,7024,7314
2026-05-18,P2,CO,3568,3684
2026-05-18,P2,NE,7367,7332
2026-05-18,P2,N,1798,948
2026-05-18,P3,SE,4147,4344
2026-05-18,P3,S,1873,1761
2026-05-18,P3,CO,952,1233
2026-05-18,P3,NE,1965,1461
2026-05-18,P3,N,480,111
2026-05-18,P4,SE,6221,6537
2026-05-18,P4,S,2810,2406
2026-05-18,P4,CO,1427,1608
2026-05-18,P4,NE,2947,2412
2026-05-18,P4,N,719,192
2026-05-18,P5,SE,2592,2204
2026-05-18,P5,S,1171,1531
2026-05-18,P5,CO,595,679
2026-05-18,P5,NE,1228,340
2026-05-18,P5,N,300,149
2026-05-25,P1,SE,24885,26585
2026-05-25,P1,S,11238,12837
2026-05-25,P1,CO,5709,6491
2026-05-25,P1,NE,11788,12590
2026-05-25,P1,N,2878,1417
2026-05-25,P2,SE,15553,16748
2026-05-25,P2,S,7024,7314
2026-05-25,P2,CO,3568,3180
2026-05-25,P2,NE,7367,7456
2026-05-25,P2,N,1798,924
2026-05-25,P3,SE,4147,3804
2026-05-25,P3,S,1873,1767
2026-05-25,P3,CO,952,933
2026-05-25,P3,NE,1965,2061
2026-05-25,P3,N,480,117
2026-05-25,P4,SE,6221,5253
2026-05-25,P4,S,2810,2922
2026-05-25,P4,CO,1427,1608
2026-05-25,P4,NE,2947,3210
2026-05-25,P4,N,719,504
2026-05-25,P5,SE,2592,3062
2026-05-25,P5,S,1171,691
2026-05-25,P5,CO,595,167
2026-05-25,P5,NE,1228,1209
2026-05-25,P5,N,300,30
2026-06-01,P1,SE,20107,18658
2026-06-01,P1,S,9099,10231
2026-06-01,P1,CO,4632,4482
2026-06-01,P1,NE,9601,11015
2026-06-01,P1,N,2337,1393
2026-06-01,P2,SE,12567,11122
2026-06-01,P2,S,5687,5170
2026-06-01,P2,CO,2895,3050
2026-06-01,P2,NE,6001,7166
2026-06-01,P2,N,1460,776
2026-06-01,P3,SE,3351,3186
2026-06-01,P3,S,1516,1644
2026-06-01,P3,CO,772,1128
2026-06-01,P3,NE,1600,1338
2026-06-01,P3,N,389,411
2026-06-01,P4,SE,5027,5721
2026-06-01,P4,S,2275,2412
2026-06-01,P4,CO,1158,1122
2026-06-01,P4,NE,2400,1632
2026-06-01,P4,N,584,504
2026-06-01,P5,SE,2094,2162
2026-06-01,P5,S,948,846
2026-06-01,P5,CO,482,673
2026-06-01,P5,NE,1000,1477
2026-06-01,P5,N,243,155
2026-06-08,P1,SE,24885,24015
2026-06-08,P1,S,11261,10973
2026-06-08,P1,CO,5732,4856
2026-06-08,P1,NE,11882,13253
2026-06-08,P1,N,2892,2111
2026-06-08,P2,SE,15553,16470
2026-06-08,P2,S,7038,7172
2026-06-08,P2,CO,3583,4264
2026-06-08,P2,NE,7426,7622
2026-06-08,P2,N,1807,912
2026-06-08,P3,SE,4147,4233
2026-06-08,P3,S,1877,2154
2026-06-08,P3,CO,955,921
2026-06-08,P3,NE,1980,1773
2026-06-08,P3,N,482,123
2026-06-08,P4,SE,6221,9783
2026-06-08,P4,S,2815,2823
2026-06-08,P4,CO,1433,1302
2026-06-08,P4,NE,2971,2817
2026-06-08,P4,N,723,498
2026-06-08,P5,SE,2592,2210
2026-06-08,P5,S,1173,1483
2026-06-08,P5,CO,597,673
2026-06-08,P5,NE,1238,876
2026-06-08,P5,N,301,155
2026-06-15,P1,SE,24885,28473
2026-06-15,P1,S,11261,11220
2026-06-15,P1,CO,5732,6322
2026-06-15,P1,NE,11882,13573
2026-06-15,P1,N,2892,1399
2026-06-15,P2,SE,15553,18590
2026-06-15,P2,S,7038,7326
2026-06-15,P2,CO,3583,3648
2026-06-15,P2,NE,7426,6716
2026-06-15,P2,N,1807,936
2026-06-15,P3,SE,4147,3597
2026-06-15,P3,S,1877,1431
2026-06-15,P3,CO,955,552
2026-06-15,P3,NE,1980,2241
2026-06-15,P3,N,482,504
2026-06-15,P4,SE,6221,11355
2026-06-15,P4,S,2815,2019
2026-06-15,P4,CO,1433,1626
2026-06-15,P4,NE,2971,2811
2026-06-15,P4,N,723,510
2026-06-15,P5,SE,2592,2168
2026-06-15,P5,S,1173,1352
2026-06-15,P5,CO,597,191
2026-06-15,P5,NE,1238,1316
2026-06-15,P5,N,301,524
2026-06-22,P1,SE,24885,24033
2026-06-22,P1,S,11261,13555
2026-06-22,P1,CO,5732,5592
2026-06-22,P1,NE,11882,11154
2026-06-22,P1,N,2892,1393
2026-06-22,P2,SE,15553,15398
2026-06-22,P2,S,7038,6372
2026-06-22,P2,CO,3583,3666
2026-06-22,P2,NE,7426,7456
2026-06-22,P2,N,1807,794
2026-06-22,P3,SE,4147,4338
2026-06-22,P3,S,1877,1662
2026-06-22,P3,CO,955,1233
2026-06-22,P3,NE,1980,2061
2026-06-22,P3,N,482,123
2026-06-22,P4,SE,6221,5652
2026-06-22,P4,S,2815,2823
2026-06-22,P4,CO,1433,1596
2026-06-22,P4,NE,2971,3633
2026-06-22,P4,N,723,504
2026-06-22,P5,SE,2592,2383
2026-06-22,P5,S,1173,709
2026-06-22,P5,CO,597,1173
2026-06-22,P5,NE,1238,1358
2026-06-22,P5,N,301,149
2026-06-29,P1,SE,24885,31272
2026-06-29,P1,S,11273,11184
2026-06-29,P1,CO,5745,5616
2026-06-29,P1,NE,9634,10092
2026-06-29,P1,N,2900,2081
2026-06-29,P2,SE,15553,15380
2026-06-29,P2,S,7045,6260
2026-06-29,P2,CO,3590,3198
2026-06-29,P2,NE,6021,6674
2026-06-29,P2,N,1812,918
2026-06-29,P3,SE,4147,3927
2026-06-29,P3,S,1879,1755
2026-06-29,P3,CO,957,915
2026-06-29,P3,NE,1606,1344
2026-06-29,P3,N,483,504
2026-06-29,P4,SE,6221,5235
2026-06-29,P4,S,2818,2805
2026-06-29,P4,CO,1436,1608
2026-06-29,P4,NE,2408,2898
2026-06-29,P4,N,725,210
2026-06-29,P5,SE,2592,2716
2026-06-29,P5,S,1174,1340
2026-06-29,P5,CO,598,173
2026-06-29,P5,NE,1004,352
2026-06-29,P5,N,302,24
2026-07-06,P1,SE,20107,20299
2026-07-06,P1,S,11283,11172
2026-07-06,P1,CO,5755,6286
2026-07-06,P1,NE,11977,11878
2026-07-06,P1,N,2906,1435
2026-07-06,P2,SE,12567,12318
2026-07-06,P2,S,7052,9002
2026-07-06,P2,CO,3597,3074
2026-07-06,P2,NE,7486,6870
2026-07-06,P2,N,1816,1392
2026-07-06,P3,SE,3351,4215
2026-07-06,P3,S,1881,1749
2026-07-06,P3,CO,959,933
2026-07-06,P3,NE,1996,1749
2026-07-06,P3,N,484,129
2026-07-06,P4,SE,5027,4824
2026-07-06,P4,S,2821,2934
2026-07-06,P4,CO,1439,1215
2026-07-06,P4,NE,2994,2736
2026-07-06,P4,N,727,498
2026-07-06,P5,SE,2094,2198
2026-07-06,P5,S,1175,346
2026-07-06,P5,CO,599,1334
2026-07-06,P5,NE,1248,1358
2026-07-06,P5,N,303,155
2026-07-13,P1,SE,24885,24769
2026-07-13,P1,S,11283,10973
2026-07-13,P1,CO,5755,5592
2026-07-13,P1,NE,11977,11914
2026-07-13,P1,N,2906,2111
2026-07-13,P2,SE,15553,13722
2026-07-13,P2,S,7052,6852
2026-07-13,P2,CO,3597,4246
2026-07-13,P2,NE,7486,6704
2026-07-13,P2,N,1816,924
2026-07-13,P3,SE,4147,3522
2026-07-13,P3,S,1881,2067
2026-07-13,P3,CO,959,1221
2026-07-13,P3,NE,1996,2166
2026-07-13,P3,N,484,504
2026-07-13,P4,SE,6221,6444
2026-07-13,P4,S,2821,2799
2026-07-13,P4,CO,1439,1308
2026-07-13,P4,NE,2994,2199
2026-07-13,P4,N,727,504
2026-07-13,P5,SE,2592,3008
2026-07-13,P5,S,1175,2013
2026-07-13,P5,CO,599,328
2026-07-13,P5,NE,1248,1358
2026-07-13,P5,N,303,24
2026-07-20,P1,SE,24885,24015
2026-07-20,P1,S,11283,11926
2026-07-20,P1,CO,5755,5622
2026-07-20,P1,NE,11977,11166
2026-07-20,P1,N,2906,1393
2026-07-20,P2,SE,15553,14640
2026-07-20,P2,S,7052,7450
2026-07-20,P2,CO,3597,3672
2026-07-20,P2,NE,7486,8084
2026-07-20,P2,N,1816,924
2026-07-20,P3,SE,4147,4818
2026-07-20,P3,S,1881,1431
2026-07-20,P3,CO,959,840
2026-07-20,P3,NE,1996,2061
2026-07-20,P3,N,484,117
2026-07-20,P4,SE,6221,7752
2026-07-20,P4,S,2821,2829
2026-07-20,P4,CO,1439,1509
2026-07-20,P4,NE,2994,3540
2026-07-20,P4,N,727,516
2026-07-20,P5,SE,2592,1704
2026-07-20,P5,S,1175,2180
2026-07-20,P5,CO,599,1173
2026-07-20,P5,NE,1248,852
2026-07-20,P5,N,303,155
2026-07-27,P1,SE,24885,26609
2026-07-27,P1,S,11283,10973
2026-07-27,P1,CO,5755,6298
2026-07-27,P1,NE,11977,10979
2026-07-27,P1,N,2906,1387
2026-07-27,P2,SE,15553,12336
2026-07-27,P2,S,7052,7320
2026-07-27,P2,CO,3597,3778
2026-07-27,P2,NE,7486,7332
2026-07-27,P2,N,1816,924
2026-07-27,P3,SE,4147,3921
2026-07-27,P3,S,1881,2196
2026-07-27,P3,CO,959,933
2026-07-27,P3,NE,1996,2160
2026-07-27,P3,N,484,129
2026-07-27,P4,SE,6221,7347
2026-07-27,P4,S,2821,2916
2026-07-27,P4,CO,1439,1209
2026-07-27,P4,NE,2994,2811
2026-07-27,P4,N,727,504
2026-07-27,P5,SE,2592,2859
2026-07-27,P5,S,1175,715
2026-07-27,P5,CO,599,840
2026-07-27,P5,NE,1248,1489
2026-07-27,P5,N,303,524
2026-08-03,P1,SE,24885,25897
2026-08-03,P1,S,11306,9531
2026-08-03,P1,CO,5778,6509
2026-08-03,P1,NE,12073,12825
2026-08-03,P1,N,2921,1405
2026-08-03,P2,SE,15553,13586
2026-08-03,P2,S,7066,6716
2026-08-03,P2,CO,3611,3666
2026-08-03,P2,NE,7546,6230
2026-08-03,P2,N,1826,930
2026-08-03,P3,SE,4147,4350
2026-08-03,P3,S,1884,2148
2026-08-03,P3,CO,963,828
2026-08-03,P3,NE,2012,1461
2026-08-03,P3,N,487,498
2026-08-03,P4,SE,6221,4443
2026-08-03,P4,S,2826,3216
2026-08-03,P4,CO,1445,1620
2026-08-03,P4,NE,3018,2505
2026-08-03,P4,N,730,492
2026-08-03,P5,SE,2592,3395
2026-08-03,P5,S,1178,1471
2026-08-03,P5,CO,602,691
2026-08-03,P5,NE,1258,1382
2026-08-03,P5,N,304,149
2026-08-10,P1,SE,24885,26597
2026-08-10,P1,S,11306,12608
2026-08-10,P1,CO,5778,5604
2026-08-10,P1,NE,12073,9555
2026-08-10,P1,N,2921,2093
2026-08-10,P2,SE,15553,15510
2026-08-10,P2,S,7066,7474
2026-08-10,P2,CO,3611,3062
2026-08-10,P2,NE,7546,8516
2026-08-10,P2,N,1826,1380
2026-08-10,P3,SE,4147,3903
2026-08-10,P3,S,1884,1737
2026-08-10,P3,CO,963,1221
2026-08-10,P3,NE,2012,2148
2026-08-10,P3,N,487,117
2026-08-10,P4,SE,6221,6126
2026-08-10,P4,S,2826,4830
2026-08-10,P4,CO,1445,1302
2026-08-10,P4,NE,3018,2823
2026-08-10,P4,N,730,123
2026-08-10,P5,SE,2592,1686
2026-08-10,P5,S,1178,221
2026-08-10,P5,CO,602,685
2026-08-10,P5,NE,1258,1328
2026-08-10,P5,N,304,24
2026-08-17,P1,SE,24885,25686
2026-08-17,P1,S,11306,10979
2026-08-17,P1,CO,5778,6304
2026-08-17,P1,NE,12073,12644
2026-08-17,P1,N,2921,1375
2026-08-17,P2,SE,15553,17074
2026-08-17,P2,S,7066,7308
2026-08-17,P2,CO,3611,3784
2026-08-17,P2,NE,7546,6278
2026-08-17,P2,N,1826,924
2026-08-17,P3,SE,4147,3933
2026-08-17,P3,S,1884,1356
2026-08-17,P3,CO,963,927
2026-08-17,P3,NE,2012,1767
2026-08-17,P3,N,487,423
2026-08-17,P4,SE,6221,6456
2026-08-17,P4,S,2826,3645
2026-08-17,P4,CO,1445,1197
2026-08-17,P4,NE,3018,2436
2026-08-17,P4,N,730,486
2026-08-17,P5,SE,2592,2222
2026-08-17,P5,S,1178,1501
2026-08-17,P5,CO,602,173
2026-08-17,P5,NE,1258,834
2026-08-17,P5,N,304,155
2026-08-24,P1,SE,24885,25668
2026-08-24,P1,S,11306,10243
2026-08-24,P1,CO,5778,5592
2026-08-24,P1,NE,12073,11154
2026-08-24,P1,N,2921,1399
2026-08-24,P2,SE,15553,14326
2026-08-24,P2,S,7066,6384
2026-08-24,P2,CO,3611,3524
2026-08-24,P2,NE,7546,8658
2026-08-24,P2,N,1826,1054
2026-08-24,P3,SE,4147,3909
2026-08-24,P3,S,1884,2148
2026-08-24,P3,CO,963,540
2026-08-24,P3,NE,2012,2154
2026-08-24,P3,N,487,117
2026-08-24,P4,SE,6221,5241
2026-08-24,P4,S,2826,2817
2026-08-24,P4,CO,1445,1521
2026-08-24,P4,NE,3018,3702
2026-08-24,P4,N,730,510
2026-08-24,P5,SE,2592,3532
2026-08-24,P5,S,1178,1364
2026-08-24,P5,CO,602,679
2026-08-24,P5,NE,1258,852
2026-08-24,P5,N,304,155
2026-08-31,P1,SE,24885,
2026-08-31,P1,S,11323,
2026-08-31,P1,CO,5796,
2026-08-31,P1,NE,12147,
2026-08-31,P1,N,2932,
2026-08-31,P2,SE,15553,
2026-08-31,P2,S,7077,
2026-08-31,P2,CO,3622,
2026-08-31,P2,NE,7592,
2026-08-31,P2,N,1833,
2026-08-31,P3,SE,4147,
2026-08-31,P3,S,1887,
2026-08-31,P3,CO,966,
2026-08-31,P3,NE,2024,
2026-08-31,P3,N,489,
2026-08-31,P4,SE,8122,
2026-08-31,P4,S,3696,
2026-08-31,P4,CO,1892,
2026-08-31,P4,NE,3966,
2026-08-31,P4,N,957,
2026-08-31,P5,SE,2592,
2026-08-31,P5,S,1179,
2026-08-31,P5,CO,604,
2026-08-31,P5,NE,1265,
2026-08-31,P5,N,305,
2026-09-07,P1,SE,19012,
2026-09-07,P1,S,8655,
2026-09-07,P1,CO,4432,
2026-09-07,P1,NE,9298,
2026-09-07,P1,N,2243,
2026-09-07,P2,SE,11882,
2026-09-07,P2,S,5409,
2026-09-07,P2,CO,2770,
2026-09-07,P2,NE,5811,
2026-09-07,P2,N,1402,
2026-09-07,P3,SE,3169,
2026-09-07,P3,S,1442,
2026-09-07,P3,CO,739,
2026-09-07,P3,NE,1550,
2026-09-07,P3,N,374,
2026-09-07,P4,SE,6654,
2026-09-07,P4,S,3029,
2026-09-07,P4,CO,1551,
2026-09-07,P4,NE,3254,
2026-09-07,P4,N,785,
2026-09-07,P5,SE,1980,
2026-09-07,P5,S,902,
2026-09-07,P5,CO,462,
2026-09-07,P5,NE,969,
2026-09-07,P5,N,234,
2026-09-14,P1,SE,24885,
2026-09-14,P1,S,11328,
2026-09-14,P1,CO,5801,
2026-09-14,P1,NE,12170,
2026-09-14,P1,N,2936,
2026-09-14,P2,SE,15553,
2026-09-14,P2,S,7080,
2026-09-14,P2,CO,3626,
2026-09-14,P2,NE,7606,
2026-09-14,P2,N,1835,
2026-09-14,P3,SE,4147,
2026-09-14,P3,S,1888,
2026-09-14,P3,CO,967,
2026-09-14,P3,NE,2028,
2026-09-14,P3,N,489,
2026-09-14,P4,SE,8710,
2026-09-14,P4,S,3965,
2026-09-14,P4,CO,2030,
2026-09-14,P4,NE,4259,
2026-09-14,P4,N,1027,
2026-09-14,P5,SE,2592,
2026-09-14,P5,S,1180,
2026-09-14,P5,CO,604,
2026-09-14,P5,NE,1268,
2026-09-14,P5,N,306,
2026-09-21,P1,SE,24885,
2026-09-21,P1,S,11328,
2026-09-21,P1,CO,5801,
2026-09-21,P1,NE,12170,
2026-09-21,P1,N,2936,
2026-09-21,P2,SE,15553,
2026-09-21,P2,S,7080,
2026-09-21,P2,CO,3626,
2026-09-21,P2,NE,7606,
2026-09-21,P2,N,1835,
2026-09-21,P3,SE,4147,
2026-09-21,P3,S,1888,
2026-09-21,P3,CO,967,
2026-09-21,P3,NE,2028,
2026-09-21,P3,N,489,
2026-09-21,P4,SE,8710,
2026-09-21,P4,S,3965,
2026-09-21,P4,CO,2030,
2026-09-21,P4,NE,4259,
2026-09-21,P4,N,1027,
2026-09-21,P5,SE,2592,
2026-09-21,P5,S,1180,
2026-09-21,P5,CO,604,
2026-09-21,P5,NE,1268,
2026-09-21,P5,N,306,
