order_id,order_line_id,customer_id,sku,qty,order_ts,requested_date,ship_to_region,channel,segment
ORD-002316,OL-0002834,C-00207,P5,125,2025-10-09T13:31:00,2025-10-14,CO,TELEVENDAS,VAR
ORD-002317,OL-0002835,C-00221,P1,175,2025-10-09T15:27:00,2025-10-14,CO,TELEVENDAS,VAR
ORD-002317,OL-0002836,C-00221,P2,112,2025-10-09T15:27:00,2025-10-14,CO,TELEVENDAS,VAR
ORD-002318,OL-0002837,C-00271,P4,75,2025-10-09T15:01:00,2025-10-14,NE,TELEVENDAS,VAR
ORD-002319,OL-0002838,C-00304,P4,150,2025-10-09T11:21:00,2025-10-14,S,TELEVENDAS,VAR
ORD-002320,OL-0002839,C-00313,P3,75,2025-10-09T17:01:00,2025-10-14,S,TELEVENDAS,VAR
ORD-002321,OL-0002840,C-00323,P4,75,2025-10-09T09:32:00,2025-10-14,NE,PORTAL,VAR
ORD-002322,OL-0002841,C-00363,P1,175,2025-10-09T13:22:00,2025-10-14,N,TELEVENDAS,VAR
ORD-002323,OL-0002842,C-00376,P4,150,2025-10-09T17:11:00,2025-10-14,SE,TELEVENDAS,VAR
ORD-002324,OL-0002843,C-00382,P5,125,2025-10-09T11:08:00,2025-10-14,NE,PORTAL,VAR
ORD-002325,OL-0002844,C-00410,P2,112,2025-10-09T11:16:00,2025-10-14,CO,TELEVENDAS,VAR
ORD-002326,OL-0002845,C-00416,P2,224,2025-10-09T15:50:00,2025-10-14,NE,PORTAL,VAR
ORD-002327,OL-0002846,C-00446,P1,175,2025-10-09T09:00:00,2025-10-14,S,TELEVENDAS,VAR
ORD-002328,OL-0002847,C-00461,P4,75,2025-10-09T11:31:00,2025-10-14,CO,TELEVENDAS,VAR
ORD-002329,OL-0002848,C-00485,P4,75,2025-10-09T19:48:00,2025-10-14,S,TELEVENDAS,VAR
ORD-002330,OL-0002849,C-00490,P5,125,2025-10-09T11:05:00,2025-10-14,SE,PORTAL,VAR
ORD-002331,OL-0002850,C-00498,P5,125,2025-10-09T11:49:00,2025-10-14,N,TELEVENDAS,VAR
ORD-002332,OL-0002851,C-00502,P2,112,2025-10-09T15:29:00,2025-10-14,S,TELEVENDAS,VAR
ORD-002333,OL-0002852,C-00519,P2,336,2025-10-09T17:24:00,2025-10-14,SE,PORTAL,VAR
ORD-002334,OL-0002853,C-00531,P4,150,2025-10-09T11:45:00,2025-10-14,NE,TELEVENDAS,VAR
ORD-002335,OL-0002854,C-00534,P1,175,2025-10-09T13:15:00,2025-10-14,S,TELEVENDAS,VAR
ORD-002336,OL-0002855,C-00542,P4,75,2025-10-09T13:27:00,2025-10-14,SE,PORTAL,VAR
ORD-002337,OL-0002856,C-00589,P1,350,2025-10-09T11:00:00,2025-10-14,SE,TELEVENDAS,VAR
ORD-002338,OL-0002857,C-00622,P4,75,2025-10-09T19:39:00,2025-10-14,SE,TELEVENDAS,VAR
ORD-002339,OL-0002858,C-00637,P1,700,2025-10-09T13:26:00,2025-10-14,SE,TELEVENDAS,VAR
ORD-002340,OL-0002859,C-00638,P4,150,2025-10-09T17:41:00,2025-10-14,SE,TELEVENDAS,VAR
ORD-002341,OL-0002860,C-00643,P3,75,2025-10-09T09:39:00,2025-10-14,CO,TELEVENDAS,VAR
ORD-002342,OL-0002861,C-00651,P5,30,2025-10-09T17:01:00,2025-10-16,NE,PORTAL,ECM
ORD-002343,OL-0002862,C-00657,P1,84,2025-10-09T17:59:00,2025-10-16,NE,PORTAL,ECM
ORD-002344,OL-0002863,C-00659,P3,24,2025-10-09T11:05:00,2025-10-16,SE,PORTAL,ECM
ORD-002345,OL-0002864,C-00661,P4,54,2025-10-09T09:42:00,2025-10-16,NE,PORTAL,ECM
ORD-002346,OL-0002865,C-00665,P4,30,2025-10-09T13:50:00,2025-10-16,NE,PORTAL,ECM
ORD-002347,OL-0002866,C-00667,P2,36,2025-10-09T15:09:00,2025-10-16,SE,PORTAL,ECM
ORD-002348,OL-0002867,C-00670,P4,42,2025-10-09T15:07:00,2025-10-16,CO,PORTAL,ECM
ORD-002349,OL-0002868,C-00674,P3,18,2025-10-09T13:16:00,2025-10-16,NE,PORTAL,ECM
ORD-002350,OL-0002869,C-00679,P2,48,2025-10-09T15:17:00,2025-10-16,SE,PORTAL,ECM
ORD-002351,OL-0002870,C-00685,P1,72,2025-10-09T13:58:00,2025-10-16,SE,PORTAL,ECM
ORD-002352,OL-0002871,C-00687,P4,84,2025-10-09T17:35:00,2025-10-16,SE,PORTAL,ECM
ORD-002353,OL-0002872,C-00691,P1,60,2025-10-09T13:50:00,2025-10-16,NE,PORTAL,ECM
ORD-002354,OL-0002873,C-00700,P1,156,2025-10-09T09:29:00,2025-10-16,SE,PORTAL,ECM
ORD-002355,OL-0002874,C-00709,P5,12,2025-10-09T19:10:00,2025-10-16,CO,PORTAL,ECM
ORD-002356,OL-0002875,C-00712,P5,6,2025-10-09T11:43:00,2025-10-16,N,PORTAL,ECM
ORD-002357,OL-0002876,C-00723,P2,102,2025-10-09T11:05:00,2025-10-16,S,PORTAL,ECM
ORD-002358,OL-0002877,C-00728,P1,66,2025-10-09T11:02:00,2025-10-16,S,PORTAL,ECM
ORD-002359,OL-0002878,C-00738,P5,12,2025-10-09T15:38:00,2025-10-16,S,PORTAL,ECM
ORD-002360,OL-0002879,C-00740,P4,12,2025-10-09T13:54:00,2025-10-16,S,PORTAL,ECM
ORD-002361,OL-0002880,C-00741,P1,60,2025-10-09T09:52:00,2025-10-16,S,PORTAL,ECM
ORD-002361,OL-0002881,C-00741,P3,30,2025-10-09T09:52:00,2025-10-16,S,PORTAL,ECM
ORD-002362,OL-0002882,C-00747,P2,30,2025-10-09T09:53:00,2025-10-16,N,PORTAL,ECM
ORD-002363,OL-0002883,C-00748,P1,30,2025-10-09T09:37:00,2025-10-16,N,PORTAL,ECM
ORD-002363,OL-0002884,C-00748,P4,24,2025-10-09T09:37:00,2025-10-16,N,PORTAL,ECM
ORD-002364,OL-0002885,C-00751,P3,24,2025-10-09T11:31:00,2025-10-16,CO,PORTAL,ECM
ORD-002365,OL-0002886,C-00763,P1,102,2025-10-09T17:34:00,2025-10-16,SE,PORTAL,ECM
ORD-002366,OL-0002887,C-00765,P4,144,2025-10-09T09:15:00,2025-10-16,SE,PORTAL,ECM
ORD-002367,OL-0002888,C-00781,P4,60,2025-10-09T19:41:00,2025-10-16,S,PORTAL,ECM
ORD-002368,OL-0002889,C-00783,P3,12,2025-10-09T19:29:00,2025-10-16,N,PORTAL,ECM
ORD-002369,OL-0002890,C-00785,P4,24,2025-10-09T09:21:00,2025-10-16,NE,PORTAL,ECM
ORD-002370,OL-0002891,C-00790,P3,66,2025-10-09T13:18:00,2025-10-16,SE,PORTAL,ECM
ORD-002371,OL-0002892,C-00797,P5,48,2025-10-09T15:32:00,2025-10-16,SE,PORTAL,ECM
ORD-002372,OL-0002893,C-00801,P2,90,2025-10-09T09:33:00,2025-10-16,NE,PORTAL,ECM
ORD-002373,OL-0002894,C-00802,P2,90,2025-10-09T09:03:00,2025-10-16,CO,PORTAL,ECM
ORD-002374,OL-0002895,C-00807,P1,66,2025-10-09T17:05:00,2025-10-16,CO,PORTAL,ECM
ORD-002375,OL-0002896,C-00810,P2,84,2025-10-09T11:42:00,2025-10-16,SE,PORTAL,ECM
ORD-002376,OL-0002897,C-00815,P4,24,2025-10-09T13:26:00,2025-10-16,SE,PORTAL,ECM
ORD-002377,OL-0002898,C-00001,P1,700,2025-10-10T13:44:00,2025-10-14,S,EDI,KA
ORD-002378,OL-0002899,C-00002,P2,900,2025-10-10T15:24:00,2025-10-14,SE,EDI,KA
ORD-002379,OL-0002900,C-00003,P2,450,2025-10-10T11:12:00,2025-10-14,S,EDI,KA
ORD-002380,OL-0002901,C-00004,P1,700,2025-10-10T13:29:00,2025-10-15,NE,EDI,KA
ORD-002380,OL-0002902,C-00004,P2,450,2025-10-10T13:29:00,2025-10-15,NE,EDI,KA
ORD-002380,OL-0002903,C-00004,P3,300,2025-10-10T13:29:00,2025-10-15,NE,EDI,KA
ORD-002380,OL-0002904,C-00004,P4,300,2025-10-10T13:29:00,2025-10-15,NE,EDI,KA
ORD-002381,OL-0002905,C-00005,P3,300,2025-10-10T11:02:00,2025-10-14,SE,EDI,KA
ORD-002382,OL-0002906,C-00007,P1,1400,2025-10-10T17:52:00,2025-10-14,SE,EDI,KA
ORD-002382,OL-0002907,C-00007,P4,300,2025-10-10T17:52:00,2025-10-14,SE,EDI,KA
ORD-002383,OL-0002908,C-00008,P3,300,2025-10-10T13:01:00,2025-10-14,S,EDI,KA
ORD-002383,OL-0002909,C-00008,P4,300,2025-10-10T13:01:00,2025-10-14,S,EDI,KA
ORD-002384,OL-0002910,C-00009,P4,900,2025-10-10T09:30:00,2025-10-14,SE,EDI,KA
ORD-002385,OL-0002911,C-00010,P4,300,2025-10-10T13:41:00,2025-10-15,CO,EDI,KA
ORD-002386,OL-0002912,C-00013,P2,450,2025-10-10T11:36:00,2025-10-16,N,PORTAL,DIS
ORD-002387,OL-0002913,C-00015,P2,450,2025-10-10T11:17:00,2025-10-16,NE,PORTAL,DIS
ORD-002388,OL-0002914,C-00017,P4,300,2025-10-10T09:30:00,2025-10-16,S,PORTAL,DIS
ORD-002389,OL-0002915,C-00018,P2,450,2025-10-10T13:53:00,2025-10-16,SE,EDI,DIS
ORD-002390,OL-0002916,C-00020,P1,700,2025-10-10T09:48:00,2025-10-16,NE,EDI,DIS
ORD-002391,OL-0002917,C-00021,P4,300,2025-10-10T09:38:00,2025-10-16,CO,EDI,DIS
ORD-002392,OL-0002918,C-00022,P2,450,2025-10-10T11:57:00,2025-10-16,SE,PORTAL,DIS
ORD-002393,OL-0002919,C-00026,P4,300,2025-10-10T09:00:00,2025-10-16,SE,PORTAL,DIS
ORD-002394,OL-0002920,C-00036,P1,700,2025-10-10T19:22:00,2025-10-16,SE,PORTAL,DIS
ORD-002394,OL-0002921,C-00036,P4,600,2025-10-10T19:22:00,2025-10-16,SE,PORTAL,DIS
ORD-002395,OL-0002922,C-00038,P2,450,2025-10-10T11:47:00,2025-10-16,CO,PORTAL,DIS
ORD-002396,OL-0002923,C-00042,P1,700,2025-10-10T13:45:00,2025-10-16,S,EDI,DIS
ORD-002396,OL-0002924,C-00042,P2,450,2025-10-10T13:45:00,2025-10-16,S,EDI,DIS
ORD-002397,OL-0002925,C-00046,P3,300,2025-10-10T09:30:00,2025-10-16,SE,PORTAL,DIS
ORD-002398,OL-0002926,C-00062,P4,150,2025-10-10T15:29:00,2025-10-15,NE,PORTAL,VAR
ORD-002399,OL-0002927,C-00120,P4,75,2025-10-10T17:06:00,2025-10-15,S,PORTAL,VAR
ORD-002400,OL-0002928,C-00134,P2,112,2025-10-10T17:33:00,2025-10-15,S,PORTAL,VAR
ORD-002400,OL-0002929,C-00134,P3,75,2025-10-10T17:33:00,2025-10-15,S,PORTAL,VAR
ORD-002400,OL-0002930,C-00134,P5,125,2025-10-10T17:33:00,2025-10-15,S,PORTAL,VAR
ORD-002401,OL-0002931,C-00140,P5,125,2025-10-10T19:29:00,2025-10-15,SE,PORTAL,VAR
ORD-002402,OL-0002932,C-00163,P2,224,2025-10-10T11:06:00,2025-10-15,SE,PORTAL,VAR
ORD-002403,OL-0002933,C-00190,P2,112,2025-10-10T11:34:00,2025-10-15,SE,TELEVENDAS,VAR
ORD-002404,OL-0002934,C-00244,P2,224,2025-10-10T09:05:00,2025-10-15,SE,PORTAL,VAR
ORD-002405,OL-0002935,C-00270,P1,175,2025-10-10T13:03:00,2025-10-15,CO,PORTAL,VAR
ORD-002406,OL-0002936,C-00296,P3,75,2025-10-10T11:21:00,2025-10-15,NE,PORTAL,VAR
ORD-002407,OL-0002937,C-00345,P1,350,2025-10-10T17:28:00,2025-10-15,SE,PORTAL,VAR
ORD-002408,OL-0002938,C-00376,P1,175,2025-10-10T09:46:00,2025-10-15,SE,TELEVENDAS,VAR
ORD-002409,OL-0002939,C-00385,P4,75,2025-10-10T13:02:00,2025-10-15,SE,TELEVENDAS,VAR
ORD-002410,OL-0002940,C-00415,P1,350,2025-10-10T11:35:00,2025-10-15,S,TELEVENDAS,VAR
ORD-002410,OL-0002941,C-00415,P2,224,2025-10-10T11:35:00,2025-10-15,S,TELEVENDAS,VAR
ORD-002411,OL-0002942,C-00418,P4,75,2025-10-10T09:24:00,2025-10-15,CO,PORTAL,VAR
ORD-002412,OL-0002943,C-00471,P1,175,2025-10-10T17:19:00,2025-10-15,NE,PORTAL,VAR
ORD-002413,OL-0002944,C-00482,P2,112,2025-10-10T17:16:00,2025-10-15,NE,TELEVENDAS,VAR
ORD-002414,OL-0002945,C-00487,P1,175,2025-10-10T13:24:00,2025-10-15,NE,PORTAL,VAR
ORD-002414,OL-0002946,C-00487,P2,112,2025-10-10T13:24:00,2025-10-15,NE,PORTAL,VAR
ORD-002415,OL-0002947,C-00524,P3,150,2025-10-10T15:31:00,2025-10-15,SE,PORTAL,VAR
ORD-002416,OL-0002948,C-00554,P2,112,2025-10-10T11:42:00,2025-10-15,CO,PORTAL,VAR
ORD-002417,OL-0002949,C-00573,P4,225,2025-10-10T15:12:00,2025-10-15,SE,TELEVENDAS,VAR
ORD-002418,OL-0002950,C-00622,P4,150,2025-10-10T13:45:00,2025-10-15,SE,TELEVENDAS,VAR
ORD-002419,OL-0002951,C-00647,P4,12,2025-10-10T11:38:00,2025-10-17,N,PORTAL,ECM
ORD-002420,OL-0002952,C-00670,P2,60,2025-10-10T11:24:00,2025-10-17,CO,PORTAL,ECM
ORD-002421,OL-0002953,C-00674,P1,72,2025-10-10T15:07:00,2025-10-17,NE,PORTAL,ECM
ORD-002421,OL-0002954,C-00674,P4,6,2025-10-10T15:07:00,2025-10-17,NE,PORTAL,ECM
ORD-002422,OL-0002955,C-00676,P5,24,2025-10-10T09:57:00,2025-10-17,SE,PORTAL,ECM
ORD-002423,OL-0002956,C-00680,P5,12,2025-10-10T11:34:00,2025-10-17,NE,PORTAL,ECM
ORD-002424,OL-0002957,C-00689,P1,6,2025-10-10T13:24:00,2025-10-17,SE,PORTAL,ECM
ORD-002424,OL-0002958,C-00689,P4,54,2025-10-10T13:24:00,2025-10-17,SE,PORTAL,ECM
ORD-002425,OL-0002959,C-00713,P1,192,2025-10-10T13:30:00,2025-10-17,SE,PORTAL,ECM
ORD-002426,OL-0002960,C-00714,P4,48,2025-10-10T17:29:00,2025-10-17,S,PORTAL,ECM
ORD-002427,OL-0002961,C-00716,P4,48,2025-10-10T13:38:00,2025-10-17,NE,PORTAL,ECM
ORD-002428,OL-0002962,C-00721,P2,150,2025-10-10T11:33:00,2025-10-17,SE,PORTAL,ECM
ORD-002429,OL-0002963,C-00725,P1,78,2025-10-10T15:33:00,2025-10-17,S,PORTAL,ECM
ORD-002430,OL-0002964,C-00727,P3,42,2025-10-10T15:38:00,2025-10-17,SE,PORTAL,ECM
ORD-002431,OL-0002965,C-00728,P2,120,2025-10-10T13:09:00,2025-10-17,S,PORTAL,ECM
ORD-002431,OL-0002966,C-00728,P5,6,2025-10-10T13:09:00,2025-10-17,S,PORTAL,ECM
ORD-002432,OL-0002967,C-00734,P2,96,2025-10-10T19:54:00,2025-10-17,NE,PORTAL,ECM
ORD-002433,OL-0002968,C-00736,P1,24,2025-10-10T19:40:00,2025-10-17,N,PORTAL,ECM
ORD-002434,OL-0002969,C-00739,P4,18,2025-10-10T13:35:00,2025-10-17,CO,PORTAL,ECM
ORD-002435,OL-0002970,C-00740,P1,42,2025-10-10T15:55:00,2025-10-17,S,PORTAL,ECM
ORD-002436,OL-0002971,C-00748,P2,18,2025-10-10T09:21:00,2025-10-17,N,PORTAL,ECM
ORD-002437,OL-0002972,C-00751,P3,12,2025-10-10T15:32:00,2025-10-17,CO,PORTAL,ECM
ORD-002438,OL-0002973,C-00757,P5,6,2025-10-10T17:08:00,2025-10-17,CO,PORTAL,ECM
ORD-002439,OL-0002974,C-00771,P1,18,2025-10-10T19:07:00,2025-10-17,NE,PORTAL,ECM
ORD-002440,OL-0002975,C-00773,P3,24,2025-10-10T09:51:00,2025-10-17,S,PORTAL,ECM
ORD-002441,OL-0002976,C-00780,P2,42,2025-10-10T11:15:00,2025-10-17,SE,PORTAL,ECM
ORD-002442,OL-0002977,C-00783,P5,6,2025-10-10T13:20:00,2025-10-17,N,PORTAL,ECM
ORD-002443,OL-0002978,C-00791,P2,6,2025-10-10T15:33:00,2025-10-17,SE,PORTAL,ECM
ORD-002444,OL-0002979,C-00792,P4,6,2025-10-10T15:14:00,2025-10-17,SE,PORTAL,ECM
ORD-002445,OL-0002980,C-00794,P3,36,2025-10-10T09:54:00,2025-10-17,SE,PORTAL,ECM
ORD-002446,OL-0002981,C-00795,P4,60,2025-10-10T15:28:00,2025-10-17,SE,PORTAL,ECM
ORD-002447,OL-0002982,C-00801,P3,42,2025-10-10T19:42:00,2025-10-17,NE,PORTAL,ECM
ORD-002448,OL-0002983,C-00807,P1,54,2025-10-10T13:52:00,2025-10-17,CO,PORTAL,ECM
ORD-002449,OL-0002984,C-00808,P2,36,2025-10-10T13:44:00,2025-10-17,SE,PORTAL,ECM
ORD-002450,OL-0002985,C-00810,P4,60,2025-10-10T09:09:00,2025-10-17,SE,PORTAL,ECM
ORD-002451,OL-0002986,C-00001,P2,450,2025-10-13T19:59:00,2025-10-15,S,EDI,KA
ORD-002452,OL-0002987,C-00003,P1,1400,2025-10-13T17:30:00,2025-10-15,S,EDI,KA
ORD-002452,OL-0002988,C-00003,P2,450,2025-10-13T17:30:00,2025-10-15,S,EDI,KA
ORD-002452,OL-0002989,C-00003,P4,900,2025-10-13T17:30:00,2025-10-15,S,EDI,KA
ORD-002453,OL-0002990,C-00004,P1,1400,2025-10-13T17:06:00,2025-10-16,NE,EDI,KA
ORD-002453,OL-0002991,C-00004,P2,900,2025-10-13T17:06:00,2025-10-16,NE,EDI,KA
ORD-002453,OL-0002992,C-00004,P4,900,2025-10-13T17:06:00,2025-10-16,NE,EDI,KA
ORD-002453,OL-0002993,C-00004,P5,500,2025-10-13T17:06:00,2025-10-16,NE,EDI,KA
ORD-002454,OL-0002994,C-00005,P1,2100,2025-10-13T15:45:00,2025-10-15,SE,EDI,KA
ORD-002454,OL-0002995,C-00005,P2,900,2025-10-13T15:45:00,2025-10-15,SE,EDI,KA
ORD-002455,OL-0002996,C-00006,P1,700,2025-10-13T15:20:00,2025-10-15,SE,EDI,KA
ORD-002455,OL-0002997,C-00006,P2,900,2025-10-13T15:20:00,2025-10-15,SE,EDI,KA
ORD-002455,OL-0002998,C-00006,P3,600,2025-10-13T15:20:00,2025-10-15,SE,EDI,KA
ORD-002455,OL-0002999,C-00006,P4,1200,2025-10-13T15:20:00,2025-10-15,SE,EDI,KA
ORD-002456,OL-0003000,C-00007,P4,600,2025-10-13T15:50:00,2025-10-15,SE,EDI,KA
ORD-002457,OL-0003001,C-00010,P1,700,2025-10-13T15:39:00,2025-10-16,CO,EDI,KA
ORD-002457,OL-0003002,C-00010,P2,450,2025-10-13T15:39:00,2025-10-16,CO,EDI,KA
ORD-002457,OL-0003003,C-00010,P3,300,2025-10-13T15:39:00,2025-10-16,CO,EDI,KA
ORD-002457,OL-0003004,C-00010,P5,500,2025-10-13T15:39:00,2025-10-16,CO,EDI,KA
ORD-002458,OL-0003005,C-00011,P2,450,2025-10-13T15:15:00,2025-10-16,CO,EDI,KA
ORD-002459,OL-0003006,C-00015,P4,300,2025-10-13T15:27:00,2025-10-17,NE,PORTAL,DIS
ORD-002460,OL-0003007,C-00016,P1,700,2025-10-13T15:15:00,2025-10-17,NE,PORTAL,DIS
ORD-002461,OL-0003008,C-00017,P1,700,2025-10-13T15:43:00,2025-10-17,S,PORTAL,DIS
ORD-002461,OL-0003009,C-00017,P4,300,2025-10-13T15:43:00,2025-10-17,S,PORTAL,DIS
ORD-002462,OL-0003010,C-00021,P2,450,2025-10-13T15:03:00,2025-10-17,CO,EDI,DIS
ORD-002463,OL-0003011,C-00024,P1,700,2025-10-13T15:46:00,2025-10-17,SE,PORTAL,DIS
ORD-002463,OL-0003012,C-00024,P4,300,2025-10-13T15:46:00,2025-10-17,SE,PORTAL,DIS
ORD-002464,OL-0003013,C-00026,P4,600,2025-10-13T11:04:00,2025-10-17,SE,EDI,DIS
ORD-002465,OL-0003014,C-00027,P1,700,2025-10-13T15:01:00,2025-10-17,SE,EDI,DIS
ORD-002465,OL-0003015,C-00027,P2,450,2025-10-13T15:01:00,2025-10-17,SE,EDI,DIS
ORD-002465,OL-0003016,C-00027,P3,300,2025-10-13T15:01:00,2025-10-17,SE,EDI,DIS
ORD-002466,OL-0003017,C-00033,P4,300,2025-10-13T17:10:00,2025-10-17,NE,EDI,DIS
ORD-002467,OL-0003018,C-00036,P2,450,2025-10-13T09:15:00,2025-10-17,SE,EDI,DIS
ORD-002467,OL-0003019,C-00036,P4,300,2025-10-13T09:15:00,2025-10-17,SE,EDI,DIS
ORD-002468,OL-0003020,C-00038,P1,700,2025-10-13T13:42:00,2025-10-17,CO,EDI,DIS
ORD-002469,OL-0003021,C-00039,P2,450,2025-10-13T15:54:00,2025-10-17,NE,EDI,DIS
ORD-002470,OL-0003022,C-00042,P2,450,2025-10-13T19:36:00,2025-10-17,S,EDI,DIS
ORD-002471,OL-0003023,C-00043,P1,700,2025-10-13T15:15:00,2025-10-17,SE,EDI,DIS
ORD-002472,OL-0003024,C-00058,P5,125,2025-10-13T19:58:00,2025-10-16,NE,PORTAL,VAR
ORD-002473,OL-0003025,C-00065,P4,150,2025-10-13T15:21:00,2025-10-16,NE,TELEVENDAS,VAR
ORD-002474,OL-0003026,C-00072,P2,112,2025-10-13T11:18:00,2025-10-16,SE,TELEVENDAS,VAR
ORD-002475,OL-0003027,C-00086,P4,75,2025-10-13T13:15:00,2025-10-16,NE,PORTAL,VAR
ORD-002476,OL-0003028,C-00104,P2,112,2025-10-13T11:51:00,2025-10-16,SE,TELEVENDAS,VAR
ORD-002477,OL-0003029,C-00105,P4,75,2025-10-13T09:09:00,2025-10-16,SE,TELEVENDAS,VAR
ORD-002478,OL-0003030,C-00108,P4,75,2025-10-13T19:24:00,2025-10-16,N,PORTAL,VAR
ORD-002479,OL-0003031,C-00128,P2,112,2025-10-13T13:55:00,2025-10-16,N,TELEVENDAS,VAR
ORD-002480,OL-0003032,C-00134,P1,175,2025-10-13T11:42:00,2025-10-16,S,TELEVENDAS,VAR
ORD-002481,OL-0003033,C-00140,P3,75,2025-10-13T13:13:00,2025-10-16,SE,PORTAL,VAR
ORD-002482,OL-0003034,C-00143,P4,300,2025-10-13T09:33:00,2025-10-16,S,PORTAL,VAR
ORD-002483,OL-0003035,C-00150,P1,175,2025-10-13T09:52:00,2025-10-16,SE,PORTAL,VAR
ORD-002484,OL-0003036,C-00160,P3,75,2025-10-13T15:03:00,2025-10-16,SE,TELEVENDAS,VAR
ORD-002485,OL-0003037,C-00186,P3,75,2025-10-13T09:51:00,2025-10-16,S,PORTAL,VAR
ORD-002486,OL-0003038,C-00217,P2,112,2025-10-13T09:04:00,2025-10-16,SE,TELEVENDAS,VAR
ORD-002487,OL-0003039,C-00238,P2,112,2025-10-13T15:44:00,2025-10-16,SE,PORTAL,VAR
ORD-002488,OL-0003040,C-00271,P2,112,2025-10-13T11:10:00,2025-10-16,NE,PORTAL,VAR
ORD-002489,OL-0003041,C-00279,P1,175,2025-10-13T13:12:00,2025-10-16,SE,PORTAL,VAR
ORD-002490,OL-0003042,C-00298,P2,112,2025-10-13T13:16:00,2025-10-16,SE,TELEVENDAS,VAR
ORD-002491,OL-0003043,C-00328,P2,336,2025-10-13T19:17:00,2025-10-16,NE,TELEVENDAS,VAR
ORD-002492,OL-0003044,C-00361,P4,375,2025-10-13T11:05:00,2025-10-16,SE,TELEVENDAS,VAR
ORD-002493,OL-0003045,C-00363,P1,175,2025-10-13T09:49:00,2025-10-16,N,TELEVENDAS,VAR
ORD-002494,OL-0003046,C-00405,P2,112,2025-10-13T13:28:00,2025-10-16,S,PORTAL,VAR
ORD-002495,OL-0003047,C-00409,P1,525,2025-10-13T11:50:00,2025-10-16,NE,TELEVENDAS,VAR
ORD-002496,OL-0003048,C-00428,P3,75,2025-10-13T13:04:00,2025-10-16,NE,PORTAL,VAR
ORD-002496,OL-0003049,C-00428,P4,75,2025-10-13T13:04:00,2025-10-16,NE,PORTAL,VAR
ORD-002497,OL-0003050,C-00432,P4,75,2025-10-13T09:55:00,2025-10-16,CO,PORTAL,VAR
ORD-002498,OL-0003051,C-00435,P1,175,2025-10-13T13:59:00,2025-10-16,SE,PORTAL,VAR
ORD-002499,OL-0003052,C-00449,P1,175,2025-10-13T13:56:00,2025-10-16,S,PORTAL,VAR
ORD-002500,OL-0003053,C-00468,P1,175,2025-10-13T09:19:00,2025-10-16,S,TELEVENDAS,VAR
ORD-002500,OL-0003054,C-00468,P2,112,2025-10-13T09:19:00,2025-10-16,S,TELEVENDAS,VAR
ORD-002501,OL-0003055,C-00476,P2,112,2025-10-13T11:58:00,2025-10-16,CO,PORTAL,VAR
ORD-002502,OL-0003056,C-00489,P2,112,2025-10-13T15:44:00,2025-10-16,SE,PORTAL,VAR
ORD-002503,OL-0003057,C-00506,P1,175,2025-10-13T11:54:00,2025-10-16,CO,PORTAL,VAR
ORD-002504,OL-0003058,C-00509,P4,375,2025-10-13T11:57:00,2025-10-16,SE,TELEVENDAS,VAR
ORD-002505,OL-0003059,C-00515,P1,350,2025-10-13T13:53:00,2025-10-16,SE,PORTAL,VAR
ORD-002506,OL-0003060,C-00554,P3,75,2025-10-13T15:52:00,2025-10-16,CO,TELEVENDAS,VAR
ORD-002507,OL-0003061,C-00573,P3,75,2025-10-13T11:52:00,2025-10-16,SE,PORTAL,VAR
ORD-002508,OL-0003062,C-00587,P1,350,2025-10-13T09:33:00,2025-10-16,SE,PORTAL,VAR
ORD-002509,OL-0003063,C-00643,P1,175,2025-10-13T13:41:00,2025-10-16,CO,PORTAL,VAR
ORD-002509,OL-0003064,C-00643,P2,224,2025-10-13T13:41:00,2025-10-16,CO,PORTAL,VAR
ORD-002510,OL-0003065,C-00647,P1,54,2025-10-13T15:19:00,2025-10-20,N,PORTAL,ECM
ORD-002510,OL-0003066,C-00647,P3,12,2025-10-13T15:19:00,2025-10-20,N,PORTAL,ECM
ORD-002511,OL-0003067,C-00649,P3,6,2025-10-13T15:51:00,2025-10-20,NE,PORTAL,ECM
ORD-002512,OL-0003068,C-00650,P2,36,2025-10-13T11:54:00,2025-10-20,SE,PORTAL,ECM
ORD-002513,OL-0003069,C-00651,P1,48,2025-10-13T15:24:00,2025-10-20,NE,PORTAL,ECM
ORD-002514,OL-0003070,C-00661,P2,96,2025-10-13T19:50:00,2025-10-20,NE,PORTAL,ECM
ORD-002514,OL-0003071,C-00661,P4,84,2025-10-13T19:50:00,2025-10-20,NE,PORTAL,ECM
ORD-002515,OL-0003072,C-00663,P5,18,2025-10-13T15:56:00,2025-10-20,NE,PORTAL,ECM
ORD-002516,OL-0003073,C-00668,P4,24,2025-10-13T11:35:00,2025-10-20,CO,PORTAL,ECM
ORD-002517,OL-0003074,C-00671,P4,60,2025-10-13T11:51:00,2025-10-20,S,PORTAL,ECM
ORD-002518,OL-0003075,C-00672,P1,138,2025-10-13T11:25:00,2025-10-20,NE,PORTAL,ECM
ORD-002519,OL-0003076,C-00674,P4,6,2025-10-13T09:43:00,2025-10-20,NE,PORTAL,ECM
ORD-002520,OL-0003077,C-00685,P5,36,2025-10-13T17:30:00,2025-10-20,SE,PORTAL,ECM
ORD-002521,OL-0003078,C-00689,P4,72,2025-10-13T19:31:00,2025-10-20,SE,PORTAL,ECM
